,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open
Currency,AUD,BDT,CNY,HKD,IDR,INR,JPY,KRW,LKR,MNT,MYR,NZD,PHP,PKR,SGD,THB,TWD,VND,AUD,BDT,CNY,HKD,IDR,INR,JPY,KRW,LKR,MNT,MYR,NZD,PHP,PKR,SGD,THB,TWD,VND,AUD,BDT,CNY,HKD,IDR,INR,JPY,KRW,LKR,MNT,MYR,NZD,PHP,PKR,SGD,THB,TWD,VND,AUD,BDT,CNY,HKD,IDR,INR,JPY,KRW,LKR,MNT,MYR,NZD,PHP,PKR,SGD,THB,TWD,VND
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-02-12,1.5324,68.425,6.835,7.7519,,48.735,90.7,1400.0,114.02,1497.5,3.6195,1.9157,47.26,79.3,1.5143,35.46,34.035,17483.0,1.5551,69.045,6.835,7.752999999999999,,48.915,91.12,1411.0,114.22,1539.5,3.6195,1.9477,47.32,79.75,1.5143,35.46,34.075,17538.0,1.5108,68.1,6.829,7.7497,,48.335,89.83,1385.9,113.85,1482.5,3.6015,1.879,46.9,78.55,1.5058,35.36,33.915,17430.0,1.5256,68.3,6.8318,7.751,,48.815,90.33,1399.0,114.0,1500.5,3.6060000000000003,1.9011,47.08,78.55,1.5075,35.36,34.075,17484.0
2009-02-13,1.5206,68.425,6.8397,7.7527,,48.595,92.16,1405.0,114.05,1507.5,3.6045,1.9118,47.135,79.7,1.5046,35.36,34.043,17484.0,1.5334,68.775,6.8397,7.7542,,48.965,92.16,1409.5,114.25,1547.5,3.6206,1.9285,47.775,79.85,1.5119,35.45,34.09,17579.0,1.5049,68.1,6.8285,7.7504,,48.355,90.56,1396.4,113.9,1497.5,3.6025,1.8861,46.9,79.0,1.5046,35.36,33.94,17430.0,1.5314,68.3,6.8317,7.7509,,48.905,90.71,1402.4,114.15,1497.5,3.6165,1.9216,47.2,79.2,1.5099,35.43,34.09,17487.0
2009-02-16,1.5414,68.775,6.8254,7.7535,,48.82,91.75,1427.7,114.1,1517.5,3.6175,1.9345,47.475,79.625,1.5149,35.46,34.27,17484.0,1.545,69.045,6.8396,7.7545,,48.87,92.08,1428.2,114.35,1532.5,3.6215,1.9389,47.565,80.175,1.5187,35.47,34.27,17579.0,1.5286,68.3,6.8254,7.7514,,48.43,91.45,1401.3,113.9,1502.5,3.6115,1.9095,46.9,79.2,1.5122,35.41,33.983000000000004,17430.0,1.5328,68.9,6.834,7.7522,,48.43,91.55,1401.3,114.0,1507.5,3.6115,1.9172,47.24,79.65,1.5122,35.44,33.983000000000004,17489.0
2009-02-17,1.5754,68.775,6.836,7.7541,,49.63,92.31,1455.3,114.25,1522.5,3.6405,1.9703,47.825,79.8,1.5312,35.57,34.596,17487.5,1.5759,69.045,6.8437,7.7552,,49.75,92.76,1460.4,114.35,1554.5,3.6495,1.9761,47.93,80.1,1.5331,35.57,34.618,17540.5,1.5302,68.1,6.827999999999999,7.7521,,48.6,91.58,1422.3,113.92,1517.5,3.62,1.9183,47.15,79.35,1.5148,35.46,34.172,17435.0,1.538,68.6,6.8345,7.7533,,48.6,91.76,1427.6,114.2,1517.5,3.62,1.9316,47.46,79.65,1.5149,35.47,34.172,17470.0
2009-02-18,1.567,68.625,6.8379,7.7554,,50.01,93.67,1465.0,114.1,1527.5,3.6593,1.9615,47.21,79.725,1.5319999999999998,35.68,34.65,17483.5,1.5794,69.045,6.8421,7.7559,,50.095,93.97,1481.8,114.4,1545.5,3.6608,1.9763,48.04,80.775,1.535,35.73,34.75,17539.5,1.554,68.3,6.8281,7.7529,,49.43,92.1,1461.6,113.95,1503.5,3.6442,1.9451,47.16,79.2,1.5275,35.57,34.53,17430.0,1.5738,68.3,6.8421,7.754,,49.43,92.32,1464.0,114.15,1522.5,3.6442,1.9685,47.94,79.4,1.5312,35.57,34.61,17470.0
2009-02-19,1.5546,68.9,6.8355,7.7546,,49.38,94.03,1481.95,114.2,1552.5,3.6587,1.9598,47.895,79.775,1.5286,35.86,34.585,17483.5,1.5722,69.52,6.8377,7.7561,,50.04,94.48,1488.95,114.5,1582.5,3.6677,1.9668,48.225,80.335,1.5322,35.86,34.725,17563.5,1.5326,68.25,6.8304,7.7525,,49.38,93.32,1467.25,114.05,1538.5,3.6507,1.9253,47.62,79.35,1.5222,35.66,34.575,17430.0,1.5691,68.3,6.8377,7.7555,,49.99,93.67,1469.15,114.3,1547.5,3.6538,1.9619,47.7,79.35,1.5319999999999998,35.68,34.625,17485.0
2009-02-20,1.5484,68.325,6.8372,7.7531,,49.545,92.53,1520.0,114.2,1497.5,3.6765,1.9545,48.23,79.4,1.5246,36.05,34.81,17481.5,1.574,68.775,6.8383,7.7556,,50.015,94.39,1520.0,114.57,1527.5,3.681,1.9973,48.345,79.96,1.5408,36.05,34.855,17486.5,1.5382,68.2,6.834,7.752000000000001,,49.425,92.53,1470.5,114.05,1497.5,3.6575,1.9380000000000002,47.79,79.15,1.5246,35.83,34.59,17430.0,1.554,68.25,6.834,7.7541,,49.755,94.04,1471.7,114.2,1517.5,3.6585,1.9616,48.05,79.65,1.5288,35.84,34.59,17481.0
2009-02-23,1.5583,68.775,6.836,7.7536,,49.295,94.4,1500.35,114.2,1497.5,3.6555,1.9689,48.25,79.75,1.5338,35.96,34.62,17483.5,1.5612,69.045,6.8402,7.7547,,49.825,94.96,1517.85,114.2,1532.5,3.6785,1.9744,48.62,80.24,1.5339,36.02,34.9,17533.5,1.5263,68.0,6.8285,7.7512,,49.225,92.77,1478.75,114.1,1497.5,3.6425,1.9272,47.77,79.3,1.5187,35.83,34.56,17430.0,1.5499,68.3,6.8335,7.7529,,49.475,93.52,1517.85,114.1,1497.5,3.6775,1.9608,48.25,79.3,1.5333,36.01,34.81,17479.0
2009-02-24,1.5379,68.9,6.8373,7.7524,,49.72,96.59,1516.6,114.47,1515.0,3.6645,1.9469999999999998,48.09,79.9,1.5215,35.94,34.66,17479.0,1.5658,69.52,6.8408,7.7542,,50.01,96.95,1518.1,114.55,1535.0,3.6755,1.9821,48.32,79.92,1.5343,36.06,34.79,17530.0,1.5316,68.0,6.8348,7.7515,,49.44,94.28,1493.1,114.05,1515.0,3.6585,1.9346,48.0,78.7,1.5206,35.94,34.618,17428.0,1.5586,68.65,6.837000000000001,7.7529,,49.71,94.39,1493.1,114.4,1520.0,3.6585,1.9693,48.2,79.4,1.5338,35.96,34.72,17475.0
2009-02-25,1.546,68.775,6.8374,7.755,,49.875,97.41,1516.1,114.9,1497.5,3.6695,1.9645,48.0,79.725,1.5327,36.11,34.785,17481.5,1.5495,69.045,6.8393,7.7552,,50.035,97.8,1519.1,114.95,1497.5,3.6715,1.9659,48.301,80.275,1.5337,36.15,34.785,17532.5,1.5249,68.0,6.8325,7.7513,,49.675,96.37,1490.3,114.25,1497.5,3.6425,1.9238,47.95,79.35,1.5215,35.94,34.615,17430.0,1.537,68.65,6.8335,7.7521,,49.765,96.59,1518.9,114.47,1497.5,3.6575,1.9455,48.02,79.51,1.5215,35.95,34.655,17480.0
2009-02-26,1.5429,68.125,6.8366,7.7536,,50.345,98.36,1517.3,115.2,1497.5,3.6705,1.9672,48.27,79.87,1.5444,36.35,34.845,17481.5,1.5478,69.045,6.8422,7.7551,,50.505,98.72,1524.8,115.5,1497.5,3.681,1.9686,48.44,80.06,1.5444,36.35,34.849000000000004,17533.5,1.5253,68.0,6.8304,7.7521,,49.775,97.35,1505.3,114.45,1497.5,3.6625,1.9459,47.97,78.85,1.5307,36.11,34.683,17430.0,1.5451,68.65,6.8358,7.7541,,49.935,97.41,1508.1,114.5,1497.5,3.6625,1.9623,48.15,79.1,1.5327,36.11,34.783,17481.0
2009-02-27,1.5629,68.425,6.8396,7.755,,51.005,96.88,1533.45,114.23,1497.5,3.7075,1.9992,48.69,79.75,1.55,36.5,34.995,17480.5,1.5774,68.775,6.841,7.7557,,51.195,98.37,1543.65,116.0,1530.5,3.7075,2.008,48.845,80.05,1.55,36.5,35.016,17531.5,1.5415,68.0,6.8317,7.7524,,50.455,96.88,1510.65,114.1,1497.5,3.6755,1.9619,48.1,79.1,1.5395,36.3,34.795,17428.0,1.5425,68.0,6.8381,7.752999999999999,,50.455,98.36,1513.45,115.1,1497.5,3.6755,1.9654,48.1,79.77,1.5433,36.33,34.865,17478.0
2009-03-02,1.5884,68.9,6.843999999999999,7.7571,,51.825,97.11,1570.65,114.33,1497.5,3.728,2.0305,48.755,79.75,1.5585,36.66,35.22,17480.5,1.5902,68.9,6.846,7.7587,,51.975,97.92,1595.45,114.4,1532.5,3.7295,2.0388,49.295,80.4,1.5585,36.7,35.22,17532.5,1.5615,68.0,6.8331,7.7536,,50.725,96.93,1535.35,114.12,1497.5,3.7095,1.9992,48.65,78.9,1.5495,36.43,34.87,17428.0,1.5645,68.3,6.8383,7.7545,,50.845,97.23,1535.45,114.25,1497.5,3.7119999999999997,2.0044,48.69,79.55,1.5497,36.48,34.99,17479.0
2009-03-03,1.5675,68.125,6.8414,7.7585,,51.97,98.54,1551.9,114.27,1492.5,3.7095,2.0194,48.73,79.85,1.5546,36.36,35.09,17480.5,1.591,69.045,6.8464,7.7595,,52.14,98.61,1594.6,114.4,1547.5,3.7355,2.0346,49.305,80.23,1.5577,36.67,35.29,17530.5,1.5468,68.0,6.8329,7.7551,,51.56,97.04,1545.2,114.12,1492.5,3.7025,1.9904,48.65,78.9,1.5468,36.36,34.96,17428.0,1.5853,68.0,6.8411,7.7563,,51.78,97.11,1580.5,114.3,1497.5,3.7255,2.0259,49.0,78.9,1.557,36.66,35.22,17428.0
2009-03-04,1.5402,69.0,6.8434,7.7585,,51.54,99.04,1551.25,114.27,1552.5,3.7135,1.9788,48.6,80.075,1.5487,36.41,35.058,17475.5,1.5912,69.35,6.8443,7.7603,,52.04,99.49,1578.85,114.35,1562.5,3.73,2.0431,49.12,80.915,1.5583,36.59,35.263000000000005,17480.5,1.5316,68.0,6.8337,7.7564,,51.44,98.2,1535.65,114.1,1492.5,3.7075,1.965,48.5,79.3,1.5441,36.36,34.933,17428.0,1.5681,68.0,6.8396,7.757999999999999,,51.91,98.55,1558.45,114.25,1492.5,3.7105,2.0173,49.0,79.75,1.5549,36.47,35.098,17476.0
2009-03-05,1.5673,68.775,6.8408,7.7574,,51.605,98.16,1567.95,114.25,1557.5,3.7255,2.0032,48.535,80.025,1.5556,36.54,34.94,17479.0,1.5734,69.045,6.8422,7.76,,52.105,99.69,1568.75,114.35,1569.5,3.7345,2.0125,48.855,80.565,1.5583,36.55,35.13,17480.0,1.5382,68.3,6.8308,7.756,,51.225,97.74,1530.55,114.1,1552.5,3.7035,1.9728,48.42,78.8,1.5479,36.36,34.78,17450.0,1.5394,68.3,6.8413,7.7585,,51.465,99.04,1530.55,114.2,1552.5,3.7075,1.9771,48.47,79.15,1.5486,36.41,35.13,17478.0
2009-03-06,1.5599,69.0,6.84,7.755,,51.69,96.59,1546.0,114.3,1570.0,3.7175,1.989,48.65,80.45,1.5415,36.24,34.675,17481.0,1.5705,69.45,6.8423,7.7584,,51.865,98.52,1598.9,114.35,1605.0,3.7395,2.0114,48.875,80.8,1.5563,36.56,35.014,17532.0,1.5446,68.3,6.8306,7.754,,51.42,96.59,1546.0,114.1,1565.0,3.714,1.9616,48.32,79.25,1.5415,36.24,34.667,17430.0,1.5649,68.75,6.8395,7.7565,,51.58,98.15,1596.9,114.15,1585.0,3.7325,2.0048,48.7,79.45,1.5557,36.54,34.858000000000004,17477.0
2009-03-09,1.5819,68.225,6.8405,7.7558,,51.815,98.95,1547.0,114.3,1557.5,3.7175,2.028,48.51,80.525,1.5522,36.47,34.815,17481.0,1.5859,68.875,6.8423,7.7567,,52.015,99.2,1564.9,114.6,1587.5,3.7175,2.0325,48.815,81.325,1.5532,36.47,34.845,17531.0,1.5494,68.05,6.8336,7.7538,,51.505,97.95,1540.8,113.9,1557.5,3.7175,1.9724,48.32,79.9,1.5413,36.19,34.63,17430.0,1.5601,68.3,6.8377,7.755,,51.635,97.96,1554.0,113.9,1563.5,3.7175,1.9869,48.41,80.35,1.5467,36.24,34.81,17479.0
2009-03-10,1.5475,68.225,6.8414,7.7558,,51.36,98.81,1502.62,114.3,1575.5,3.6925,1.9853,48.275,79.625,1.5359,36.21,34.59,17481.0,1.5845,68.775,6.8415,7.7568,,51.76,99.15,1561.53,114.9,1590.5,3.7245,2.0353,48.775,80.235,1.5525,36.45,34.903,17536.0,1.5404,68.05,6.8304,7.7543,,51.36,98.19,1499.03,113.9,1557.5,3.6825,1.9771,48.17,79.35,1.5333,36.21,34.493,17428.0,1.5830000000000002,68.1,6.8396,7.7552,,51.71,98.95,1550.62,113.9,1557.5,3.7225,2.0296,48.6,79.96,1.5522,36.43,34.903,17482.0
2009-03-11,1.538,68.775,6.8404,7.7551,,50.99,97.26,1467.0,114.3,1581.5,3.6965,1.9537,48.22,80.25,1.5318,36.24,34.503,17485.0,1.5628,68.775,6.8437,7.7569,,51.31,98.83,1496.9,114.35,1598.5,3.7025,2.009,48.65,81.0,1.5418,36.31,34.683,17536.0,1.5319,68.1,6.8379,7.754,,50.99,97.07,1462.9,113.9,1572.5,3.6745,1.9444,48.09,79.05,1.5257,36.17,34.183,17434.0,1.5463,68.3,6.837999999999999,7.755,,51.31,98.8,1477.9,113.9,1598.5,3.6875,1.9822,48.12,79.05,1.5359,36.23,34.683,17480.0
2009-03-12,1.5242,68.425,6.8388,7.7534,,51.5,97.34,1496.7,114.6,1581.5,3.6925,1.9154,48.35,80.1,1.54,36.18,34.415,17485.5,1.5595,69.125,6.843,7.7562,,51.93,98.54,1504.6,114.6,1602.5,3.697,1.9739,48.75,80.42,1.54,36.33,34.535,17535.5,1.5198,68.05,6.8375,7.752000000000001,,50.85,95.68,1479.6,113.9,1572.5,3.6725,1.9084,48.1,79.5,1.5276,36.14,34.385,17432.0,1.5342,68.3,6.8389999999999995,7.7545,,50.96,97.27,1484.6,113.9,1581.5,3.6915,1.9486,48.1,79.5,1.5318,36.24,34.385,17484.0
2009-03-13,1.5178,68.775,6.8382,7.7524,,51.55,98.67,1486.0,114.6,1597.5,3.7055,1.9046,48.43,80.2,1.5447,36.29,34.5,17483.0,1.5359,68.775,6.8389999999999995,7.7545,,51.78,98.67,1495.7,114.6,1622.5,3.7085,1.9318,48.64,80.4,1.5447,36.29,34.56,17533.0,1.5133,68.1,6.8361,7.7515,,51.15,97.15,1469.6,113.9,1581.5,3.6725,1.8943,48.25,79.55,1.5279,36.12,34.34,17432.0,1.5228,68.1,6.8371,7.752999999999999,,51.46,97.34,1477.8,113.9,1581.5,3.6865,1.9168,48.25,80.0,1.5286,36.18,34.41,17482.0
2009-03-16,1.5166,68.225,6.8383,7.7521,,51.14,98.27,1436.0,114.25,1581.5,3.6630000000000003,1.8848,48.27,80.275,1.5293,36.13,34.407,17483.0,1.5319999999999998,69.145,6.8391,7.7534,,51.7,98.66,1489.4,114.3,1632.5,3.71,1.9214,48.85,81.145,1.5432,36.26,34.578,17534.0,1.506,68.05,6.8353,7.7507,,51.14,97.99,1433.9,113.7,1581.5,3.6630000000000003,1.8706,48.22,79.55,1.5293,36.08,34.306999999999995,17432.0,1.526,68.3,6.8377,7.752000000000001,,51.31,98.12,1483.75,114.2,1612.5,3.71,1.9124,48.38,79.75,1.5428,36.26,34.483000000000004,17483.0
2009-03-17,1.5111,68.875,6.8371,7.7523,,51.26,98.81,1417.5,114.17,1581.5,3.675,1.8856,48.29,80.075,1.5283,36.08,34.145,17484.0,1.5227,69.125,6.8381,7.7531,,51.535,98.98,1436.65,114.33,1640.5,3.6815,1.8956,48.5,80.725,1.5367,36.16,34.525,17537.0,1.5090000000000001,68.0,6.8306,7.7504,,51.01,98.21,1401.55,114.0,1581.5,3.6625,1.8762,48.17,79.4,1.5283,36.07,34.145,17432.0,1.5163,68.3,6.8367,7.7512,,51.13,98.27,1427.55,114.0,1617.5,3.6725,1.8864,48.38,79.4,1.5328,36.13,34.525,17483.0
2009-03-18,1.4714,68.225,6.8348,7.7524,,51.13,96.44,1416.0,114.17,1581.5,3.6825,1.8302,48.27,80.275,1.5126,36.03,34.18,17484.0,1.5229,68.875,6.837999999999999,7.752999999999999,,51.49,98.82,1433.4,114.3,1642.5,3.6830000000000003,1.9036,48.59,81.085,1.534,36.15,34.298,17536.0,1.4693,68.1,6.8287,7.7508,,51.07,95.68,1398.9,114.0,1581.5,3.6535,1.8262,48.17,79.5,1.5076,35.96,34.1,17432.0,1.5106,68.75,6.8351,7.7517,,51.22,98.81,1406.9,114.0,1581.5,3.6725,1.8857,48.35,80.0,1.5282,36.08,34.14,17483.0
2009-03-19,1.4579,69.0,6.8245,7.7512,,50.26,94.51,1399.5,114.17,1645.0,3.6525,1.8034,48.25,80.225,1.5117,35.62,33.902,17530.0,1.4878,69.45,6.8384,7.7529,,51.11,96.62,1408.9,114.3,1655.0,3.6725,1.8521,48.5,81.195,1.5213,36.07,34.238,17580.0,1.4395,68.1,6.8245,7.75,,50.11,93.56,1380.4,113.97,1615.0,3.6425,1.7806,48.15,79.25,1.5054,35.62,33.703,17457.0,1.4678,68.25,6.8351,7.7515,,50.95,96.43,1383.4,114.0,1625.0,3.6725,1.8305,48.2,79.65,1.5127,36.03,34.238,17480.0
2009-03-20,1.4562,69.0,6.8277,7.7503,,50.52,96.28,1401.3,113.98,1587.5,3.6425,1.7897,48.22,80.42,1.5177,35.52,33.81,17487.5,1.46,69.45,6.83,7.7523,,50.81,96.28,1421.2,114.3,1642.5,3.661,1.8029,48.61,81.11,1.5177,35.75,33.89,17541.5,1.4422,68.0,6.8208,7.749,,50.03,94.17,1389.7,113.8,1572.5,3.6365,1.7756,48.15,79.3,1.5077,35.52,33.62,17435.0,1.4562,68.1,6.8251,7.7502,,50.11,94.52,1398.8,114.0,1642.5,3.6495,1.7999,48.18,79.5,1.5116,35.66,33.89,17480.0
2009-03-23,1.4169,69.0,6.8338,7.75,,50.31,97.11,1387.15,114.05,1552.5,3.6430000000000002,1.749,47.97,80.395,1.5076,35.44,33.745,17488.0,1.4502,69.45,6.8388,7.751,,50.67,97.35,1412.25,114.1,1572.5,3.657,1.7887,48.43,81.095,1.5145,35.69,33.885,17540.0,1.4158,68.1,6.8257,7.7486,,50.29,95.66,1386.15,113.85,1552.5,3.633,1.7428,47.92,79.65,1.5066,35.44,33.735,17436.0,1.4495,68.1,6.8257,7.7497,,50.46,95.98,1412.25,113.9,1565.5,3.647,1.7848,48.38,80.35,1.5134,35.62,33.885,17485.0
2009-03-24,1.4385,68.875,6.8295,7.7501,,50.425,98.34,1386.65,114.13,1552.5,3.6255,1.7805,48.0,80.425,1.5119,35.68,33.85,17695.0,1.4425,69.105,6.8321,7.7507,,50.755,98.58,1391.15,114.2,1567.5,3.6405,1.7839,48.37,80.775,1.5149,35.69,33.85,17805.0,1.4092,68.1,6.8259,7.7486,,50.105,97.04,1376.65,113.85,1522.5,3.6195,1.7385,47.9,79.95,1.5045,35.5,33.69,17450.0,1.4184,68.75,6.8316,7.7495,,50.295,97.12,1379.65,113.9,1552.5,3.6405,1.7501,48.01,80.18,1.5076,35.59,33.75,17450.0
2009-03-25,1.4348,68.875,6.8309,7.7502,,50.53,97.78,1357.42,114.13,1525.5,3.628,1.7665,48.15,80.275,1.5061,35.72,33.84,17758.5,1.4485,69.135,6.8335,7.751,,51.11,98.36,1391.23,114.25,1577.5,3.637,1.8017,48.39,80.875,1.5178,35.87,33.985,17925.5,1.4176,68.1,6.825,7.7451,,50.14,96.93,1357.42,113.95,1502.5,3.625,1.7461,47.9,79.65,1.5061,35.63,33.78,17640.0,1.4339,68.75,6.8281,7.7495,,50.31,98.34,1381.83,114.05,1552.5,3.6319999999999997,1.7727,48.2,80.35,1.5119999999999998,35.68,33.87,17700.0
2009-03-26,1.4242,68.875,6.8322,7.7501,,50.42,98.73,1331.55,114.2,1525.5,3.6245,1.7403,48.04,79.975,1.5089,35.55,33.735,17812.5,1.4342,68.885,6.8326,7.7505,,50.76,98.89,1366.75,114.33,1525.5,3.6335,1.7681,48.31,80.825,1.5121,35.79,33.955,17882.5,1.4196,68.1,6.8279,7.7486,,50.3,97.61,1330.25,114.0,1512.5,3.6215,1.7218,47.9,79.7,1.5071,35.55,33.725,17700.0,1.4329,68.3,6.8292,7.7495,,50.41,97.79,1355.65,114.1,1512.5,3.6325,1.7652,48.1,79.7,1.5085,35.72,33.935,17750.0
2009-03-27,1.4415,68.225,6.8315,7.7502,,50.525,97.11,1345.0,115.05,1525.5,3.615,1.755,48.05,80.45,1.5169,35.71,33.953,17789.5,1.4566,68.885,6.832999999999999,7.7512,,50.645,98.78,1353.3,115.5,1525.5,3.6225,1.764,48.28,80.55,1.5169,35.71,33.953,17879.5,1.4217,68.1,6.8305,7.7486,,50.075,97.11,1305.8,114.1,1460.5,3.6095,1.7244,47.98,79.3,1.5032,35.5,33.703,17700.0,1.4231,68.75,6.8325,7.7498,,50.295,98.73,1319.8,114.1,1460.5,3.6225,1.7361,48.05,79.9,1.5087,35.63,33.764,17780.0
2009-03-30,1.4688,69.0,6.8366,7.7501,,51.13,97.43,1396.75,115.2,1487.5,3.6525,1.7767,48.53,80.175,1.525,35.85,34.105,17784.5,1.4786,69.72,6.8391,7.7508,,51.33,98.34,1400.75,115.35,1522.5,3.6565,1.7909,48.55,80.775,1.525,35.88,34.114000000000004,17885.5,1.4434,68.1,6.8294,7.7486,,50.19,95.98,1353.85,114.8,1487.5,3.6175,1.755,48.0,79.75,1.5173,35.63,33.785,17700.0,1.4484,68.1,6.8331,7.7495,,50.31,98.09,1353.85,114.85,1512.5,3.6175,1.7606,48.3,80.35,1.5177,35.73,33.955,17700.0
2009-03-31,1.4448,68.875,6.8334,7.7504,,50.57,99.34,1374.05,115.8,1457.5,3.6455,1.78,48.24,80.425,1.5225,35.76,33.935,17786.0,1.4733,69.145,6.8383,7.751,,51.2,99.49,1429.75,115.95,1466.5,3.6615,1.7915,48.6,81.275,1.5249,35.91,34.165,17863.0,1.4341,68.3,6.8315,7.7486,,50.56,97.39,1374.05,115.1,1432.5,3.6425,1.7431,48.15,79.7,1.5187,35.7,33.905,17700.0,1.4674,68.75,6.835,7.7495,,51.17,97.43,1429.75,115.1,1447.5,3.6575,1.7778,48.55,79.95,1.5243,35.85,34.165,17740.0
2009-04-01,1.4311,69.0,6.8342,7.75,,50.65,98.56,1373.5,115.98,1438.5,3.6475,1.7637,48.2,80.475,1.5190000000000001,35.92,33.74,17755.0,1.4587,69.72,6.8352,7.7515,,50.72,99.34,1398.8,116.05,1460.5,3.6575,1.8093,48.54,81.035,1.5262,35.92,33.97,17860.0,1.4288,68.3,6.8282,7.7486,,50.26,98.23,1357.3,115.7,1422.5,3.6425,1.7525,48.1,79.57,1.5190000000000001,35.74,33.72,17680.0,1.4459,68.75,6.8319,7.7495,,50.67,99.34,1375.5,115.8,1457.5,3.6515,1.786,48.4,79.8,1.5225,35.76,33.92,17770.0
2009-04-02,1.3963,68.875,6.8345,7.7501,,50.01,99.72,1330.5,116.0,1402.5,3.5975,1.73,47.935,80.425,1.4978,35.57,33.155,17770.0,1.4338,69.145,6.8355,7.7508,,50.64,99.91,1368.0,116.15,1438.5,3.6425,1.7742,48.495,81.325,1.5206,35.88,33.905,17805.0,1.3885,68.3,6.8289,7.7486,,50.01,98.41,1330.5,115.85,1398.9,3.5875,1.7117,47.82,79.8,1.4978,35.55,33.075,17650.0,1.4329,68.3,6.8345,7.7495,,50.62,98.57,1365.0,115.85,1402.5,3.6425,1.7655,48.15,79.9,1.5193,35.77,33.745,17700.0
2009-04-03,1.3985,68.425,6.8348,7.7502,,49.9,100.39,1337.0,116.03,1342.5,3.58,1.7067,47.74,80.4,1.5090000000000001,35.74,33.335,17779.0,1.4171,68.885,6.8373,7.7508,,50.23,100.39,1353.4,116.2,1402.5,3.5935,1.7333,48.45,80.88,1.5090000000000001,35.74,33.525,17792.0,1.3829,68.3,6.829,7.7486,,49.72,99.36,1310.3,115.85,1342.5,3.5725,1.6941,47.69,79.4,1.4977,35.51,33.085,17700.0,1.3982,68.75,6.832000000000001,7.7495,,50.01,99.71,1323.5,115.9,1402.5,3.5935,1.7280000000000002,47.9,79.5,1.5003,35.57,33.085,17770.0
2009-04-06,1.4043,68.375,6.8348,7.7502,,50.01,100.43,1305.5,115.82,1347.5,3.5565,1.7045,47.795,80.05,1.5107,35.61,33.225,17764.0,1.413,69.145,6.8348,7.7524,,50.148,101.46,1336.5,116.1,1370.5,3.5775,1.7103,47.845,80.58,1.5107,35.68,33.325,17764.0,1.3866,68.25,6.8348,7.7486,,49.79,100.43,1305.5,115.0,1334.5,3.5475,1.6725,47.72,79.4,1.499,35.54,33.06,17740.0,1.3969999999999998,68.3,6.8348,7.7495,,49.81,100.58,1336.5,115.9,1370.5,3.5715,1.7015,47.77,79.6,1.5023,35.66,33.325,17740.0
2009-04-07,1.4089,68.375,6.8365,7.7501,,49.97,100.68,1318.5,115.8,1382.5,3.5925,1.7384,47.72,79.875,1.5131,35.77,33.615,17750.0,1.4197,69.145,6.837999999999999,7.7518,,50.11,100.88,1336.9,116.0,1402.5,3.5975,1.7435,48.09,81.175,1.5156,35.8,33.645,17825.0,1.3943,68.25,6.8299,7.749,,49.81,99.88,1314.5,115.45,1347.5,3.56,1.6975,47.67,79.25,1.5055,35.6,33.12,17710.0,1.4029,68.25,6.8353,7.7499,,50.07,100.44,1315.9,115.85,1347.5,3.56,1.7033,47.85,79.95,1.5107,35.61,33.215,17760.0
2009-04-08,1.4082,68.425,6.8355,7.7501,,50.14,99.9,1350.5,115.8,1382.5,3.6305,1.7288,48.07,80.4,1.5184,35.77,33.883,17784.0,1.4240000000000002,69.145,6.8385,7.7515,,50.68,100.88,1361.0,115.85,1407.5,3.6405,1.7567,48.17,80.73,1.5225,35.88,33.953,17785.0,1.4013,68.3,6.8285,7.7489,,49.84,99.34,1325.9,115.6,1352.5,3.5975,1.7221,47.72,78.85,1.5131,35.7,33.443000000000005,17720.0,1.4063,68.3,6.835,7.7497,,50.06,100.68,1325.9,115.65,1382.5,3.5975,1.7361,47.9,79.25,1.5131,35.76,33.538000000000004,17780.0
2009-04-09,1.3892,68.375,6.8345,7.75,,49.83,100.66,1322.0,115.8,1410.5,3.6065,1.7135,47.87,80.325,1.5155,35.76,33.765,17775.0,1.4179,69.145,6.8363,7.7521,,50.21,100.71,1356.3,115.8,1432.5,3.6310000000000002,1.7346,48.05,80.895,1.5187,35.81,33.9,17859.0,1.3879,68.25,6.8259,7.7487,,49.73,99.7,1322.0,115.7,1382.5,3.6045,1.7068,47.8,80.2,1.5117,35.63,33.705,17700.0,1.4086,68.3,6.8345,7.7495,,50.21,99.91,1350.0,115.7,1415.5,3.6275,1.7268,48.0,80.3,1.5184,35.77,33.89,17784.0
