Date,y_true_class,y_pred_class,y_true_reg,y_pred_reg
2017-12-29,0.0,1.0,0.0,0.00020768297423120766
2018-01-01,1.0,1.0,0.00024161884626994198,0.00011667788501798359
2018-01-02,0.0,1.0,0.0,8.755057464322516e-05
2018-01-03,0.0,1.0,0.0,8.755057464322516e-05
2018-01-04,1.0,1.0,0.00012078024035266918,8.755057464322516e-05
2018-01-05,1.0,1.0,0.0002415313084958015,8.755057464322516e-05
2018-01-08,1.0,1.0,0.00036220947781462337,8.755057464322516e-05
2018-01-09,1.0,1.0,0.00012069277653714573,8.755057464322516e-05
2018-01-10,0.0,1.0,0.0,8.755057464322516e-05
2018-01-11,1.0,1.0,0.00012067821154904124,8.755057464322516e-05
2018-01-12,1.0,1.0,0.00048265460030183515,8.755057464322516e-05
2018-01-15,-1.0,1.0,-0.00024121087861073145,8.755057464322516e-05
2018-01-16,-1.0,1.0,-0.0010857108390130987,8.755057464322516e-05
2018-01-17,1.0,1.0,0.000966125233983428,8.755057464322516e-05
2018-01-18,1.0,1.0,0.0004825963684622625,8.755057464322516e-05
2018-01-19,1.0,1.0,0.00048236358154962733,8.755057464322516e-05
2018-01-22,1.0,1.0,0.0014463930573132,8.755057464322516e-05
2018-01-23,-1.0,1.0,-0.0009628693506649187,8.755057464322516e-05
2018-01-24,0.0,1.0,0.0,8.755057464322516e-05
2018-01-25,-1.0,1.0,-0.00012047467020048774,8.755057464322516e-05
2018-01-26,1.0,1.0,0.00012048918609552928,8.755057464322516e-05
2018-01-29,-1.0,1.0,-0.00012047467020048774,8.755057464322516e-05
2018-01-30,0.0,1.0,0.0,8.755057464322516e-05
2018-01-31,0.0,1.0,0.0,8.755057464322516e-05
2018-02-01,1.0,1.0,0.00012048918609552928,8.755057464322516e-05
2018-02-02,-1.0,1.0,-0.00012047467020048774,8.755057464322516e-05
2018-02-05,1.0,1.0,0.0009639134887644565,8.755057464322516e-05
2018-02-06,-1.0,1.0,-0.0019259705085765688,8.755057464322516e-05
2018-02-07,1.0,1.0,0.0010854489537477363,8.755057464322516e-05
2018-02-08,0.0,1.0,0.0,8.755057464322516e-05
2018-02-09,0.0,1.0,0.0,8.755057464322516e-05
2018-02-12,1.0,1.0,0.0016264080477079725,8.755057464322516e-05
2018-02-13,-1.0,1.0,-0.001984604281934144,8.755057464322516e-05
2018-02-14,1.0,1.0,0.0019885507683037322,8.755057464322516e-05
2018-02-15,-1.0,1.0,-0.0016237671397643096,8.755057464322516e-05
2018-02-16,0.0,1.0,0.0,8.755057464322516e-05
2018-02-19,1.0,1.0,0.0006023733510029937,8.755057464322516e-05
2018-02-20,-1.0,1.0,-0.0002408042863164539,8.755057464322516e-05
2018-02-21,-1.0,1.0,-0.00018064671524054,8.755057464322516e-05
2018-02-22,-1.0,1.0,-0.00018067935437249272,8.755057464322516e-05
2018-02-23,0.0,1.0,0.0,8.755057464322516e-05
2018-02-26,1.0,1.0,0.00012047467020059875,8.755057464322516e-05
2018-02-27,1.0,1.0,0.00036138047340839036,8.755057464322516e-05
2018-02-28,-1.0,1.0,-0.0003612499247396261,8.755057464322516e-05
2018-03-01,1.0,1.0,0.00012046015780287078,8.755057464322516e-05
2018-03-02,0.0,1.0,0.0,8.755057464322516e-05
2018-03-05,1.0,1.0,0.00012044564890079099,8.755057464322516e-05
2018-03-06,-1.0,1.0,-0.0001204311434935823,8.755057464322516e-05
2018-03-07,0.0,1.0,0.0,8.755057464322516e-05
2018-03-08,-1.0,1.0,-0.00024089129780202606,8.755057464322516e-05
2018-03-09,1.0,1.0,0.0003614240106017963,8.755057464322516e-05
2018-03-12,-1.0,1.0,-0.000361293430481191,8.755057464322516e-05
2018-03-13,1.0,1.0,0.00024094934040119756,8.755057464322516e-05
2018-03-14,-1.0,1.0,-0.00024089129780202606,8.755057464322516e-05
2018-03-15,1.0,1.0,0.0021083067285103674,8.755057464322516e-05
2018-03-16,-1.0,1.0,-0.0018634287088242774,8.755057464322516e-05
2018-03-19,0.0,1.0,0.0,8.755057464322516e-05
2018-03-20,-1.0,1.0,-0.00024089129780202606,8.755057464322516e-05
2018-03-21,1.0,1.0,0.00024094934040119756,8.755057464322516e-05
2018-03-22,-1.0,1.0,-0.00012044564890101306,8.755057464322516e-05
2018-03-23,1.0,1.0,0.00036138047340839036,8.755057464322516e-05
2018-03-26,0.0,1.0,0.0,8.755057464322516e-05
2018-03-27,1.0,1.0,0.011559997591667148,8.755057464322516e-05
2018-03-28,-1.0,1.0,-0.011546931730254116,8.755057464322516e-05
2018-03-29,0.0,1.0,0.0,8.755057464322516e-05
2018-03-30,1.0,1.0,0.00012043114349369331,8.755057464322516e-05
2018-04-02,0.0,1.0,0.0,8.755057464322516e-05
2018-04-03,-1.0,1.0,-0.00048166656631953847,8.755057464322516e-05
2018-04-04,-1.0,1.0,-6.0237335100188354e-05,8.755057464322516e-05
2018-04-05,1.0,1.0,0.000301204819277201,8.755057464322516e-05
2018-04-06,1.0,1.0,0.0002408912978018041,8.755057464322516e-05
2018-04-09,-1.0,1.0,-0.001143958095008668,8.755057464322516e-05
2018-04-10,1.0,1.0,0.0011452682338757294,8.755057464322516e-05
2018-04-11,-1.0,1.0,-6.020832078990068e-05,8.755057464322516e-05
2018-04-12,-1.0,1.0,-0.0004214836223508378,8.755057464322516e-05
2018-04-13,1.0,1.0,0.00024094934040119756,8.755057464322516e-05
2018-04-16,-1.0,1.0,-0.00024089129780202606,8.755057464322516e-05
2018-04-17,1.0,1.0,0.00012047467020059875,8.755057464322516e-05
