Date,Open,High,Low,Close,Volume,Currency
2015-07-23,13432.61,13792.36,13356.06,13754.53,20440999936,CNY
2015-07-24,13789.31,13970.84,13424.18,13518.51,22197700608,CNY
2015-07-27,13242.69,13579.64,12488.37,12493.05,20235200512,CNY
2015-07-28,11986.25,12676.27,11719.0,12316.78,21371699200,CNY
2015-07-29,12472.27,12823.15,12078.32,12823.07,15729200128,CNY
2015-07-30,12766.34,12988.56,12382.3,12395.92,15929799680,CNY
2015-07-31,12228.41,12580.96,12213.46,12374.25,12737099776,CNY
2015-08-03,12178.57,12305.61,11909.0,12161.58,13716400128,CNY
2015-08-04,12163.12,12711.56,12105.94,12711.56,14047299584,CNY
2015-08-05,12694.57,12842.31,12447.04,12524.69,13710699520,CNY
2015-08-06,12274.72,12595.12,12231.89,12421.85,9998799872,CNY
2015-08-07,12543.66,12769.13,12522.47,12753.05,12501600256,CNY
2015-08-10,12877.31,13373.3,12821.89,13302.96,17107699712,CNY
2015-08-11,13316.89,13508.3,13240.09,13323.08,18391900160,CNY
2015-08-12,13201.54,13396.33,13117.1,13117.1,14272499712,CNY
2015-08-13,13069.98,13395.18,12962.0,13395.18,14583400448,CNY
2015-08-14,13497.16,13606.33,13378.59,13445.87,16823400448,CNY
2015-08-17,13417.33,13585.96,13309.54,13573.9,17515499520,CNY
2015-08-18,13608.52,13652.54,12634.95,12683.85,20802699264,CNY
2015-08-19,12328.6,13028.5,12049.92,12960.66,17281499136,CNY
2015-08-20,12864.83,13040.36,12582.24,12584.58,14930700288,CNY
2015-08-21,12355.27,12511.42,11891.84,11902.05,14444099584,CNY
2015-08-24,11399.66,11446.1,10964.09,10970.29,11638599680,CNY
2015-08-25,10212.47,10529.92,10168.42,10197.94,13481600000,CNY
2015-08-26,10199.9,10559.24,9776.21,9899.72,17860999168,CNY
2015-08-27,10076.09,10254.35,9713.99,10254.35,15104100352,CNY
2015-08-28,10397.97,10826.19,10311.37,10800.0,17803499520,CNY
2015-08-31,10706.23,10706.23,10398.33,10549.16,15046200320,CNY
2015-09-01,10388.5,10388.5,9954.58,10162.52,15006600192,CNY
2015-09-02,9694.48,10319.49,9682.71,10054.8,15482699776,CNY
2015-09-07,10121.83,10404.22,9933.54,9991.76,12797400064,CNY
2015-09-08,9898.64,10341.3,9763.95,10320.23,10677799936,CNY
2015-09-09,10367.35,10702.18,10335.02,10620.13,16809299968,CNY
2015-09-10,10449.93,10618.87,10406.02,10424.65,11409300480,CNY
2015-09-11,10408.41,10555.62,10332.41,10463.69,9452000256,CNY
2015-09-14,10517.68,10544.28,9739.42,9778.23,12542499840,CNY
2015-09-15,9533.45,9719.66,9259.65,9290.81,10495800320,CNY
2015-09-16,9330.75,9933.83,9297.2,9890.43,12125100032,CNY
2015-09-17,9872.04,10147.17,9739.89,9739.89,14234900480,CNY
2015-09-18,9806.72,9914.58,9691.06,9850.77,9573000192,CNY
2015-09-21,9732.12,10176.73,9701.33,10176.73,11807299584,CNY
2015-09-22,10200.55,10357.42,10121.74,10238.69,13421299712,CNY
2015-09-23,10071.33,10250.45,10040.95,10132.3,11669600256,CNY
2015-09-24,10178.1,10288.18,10124.13,10238.04,10659200000,CNY
2015-09-25,10184.88,10249.24,9835.84,9904.76,11118600192,CNY
2015-09-28,9919.56,10124.31,9796.93,10115.55,7695900160,CNY
2015-09-29,9962.58,10070.25,9873.78,9949.92,8560000000,CNY
2015-09-30,10004.8,10048.86,9890.71,9988.25,7186899968,CNY
2015-10-08,10332.24,10477.21,10265.0,10394.73,11595499520,CNY
2015-10-09,10386.81,10589.52,10363.98,10540.19,11798700032,CNY
2015-10-12,10599.88,11069.68,10593.54,10961.36,17241499648,CNY
2015-10-13,10885.1,11073.0,10850.72,11042.13,14021300224,CNY
2015-10-14,10997.08,11095.34,10880.11,10901.48,14207699968,CNY
2015-10-15,10862.11,11229.38,10862.11,11229.38,15267800064,CNY
2015-10-16,11301.93,11384.24,11172.04,11374.83,18028400640,CNY
2015-10-19,11426.52,11498.24,11245.01,11391.01,17822799872,CNY
2015-10-20,11372.18,11597.16,11335.78,11597.08,16290499584,CNY
2015-10-21,11592.2,11641.89,10872.57,10915.99,21033900032,CNY
2015-10-22,10921.18,11320.01,10910.88,11305.1,15982600192,CNY
2015-10-23,11397.2,11653.09,11345.53,11603.46,19169300480,CNY
2015-10-26,11765.65,11789.02,11534.83,11687.77,19230300160,CNY
2015-10-27,11588.94,11820.72,11229.1,11758.41,18698100736,CNY
2015-10-28,11689.29,11834.07,11446.43,11494.35,17271699456,CNY
2015-10-29,11565.71,11694.78,11406.1,11566.66,13828700160,CNY
2015-10-30,11542.01,11711.04,11369.4,11546.05,14201400320,CNY
2015-11-02,11306.2,11637.99,11266.04,11304.88,13365999616,CNY
2015-11-03,11341.3,11416.84,11200.6,11288.14,10526199808,CNY
2015-11-04,11351.25,11884.9,11351.25,11884.9,17193598976,CNY
2015-11-05,11908.69,12091.53,11853.46,11939.81,23685099520,CNY
2015-11-06,11952.51,12292.42,11952.51,12273.35,20046299136,CNY
2015-11-09,12227.41,12538.35,12145.06,12453.24,22435100672,CNY
2015-11-10,12390.53,12597.16,12349.03,12500.53,20924899328,CNY
2015-11-11,12509.52,12687.2,12445.29,12677.54,19756900352,CNY
2015-11-12,12735.5,12758.67,12483.34,12635.39,20131600384,CNY
2015-11-13,12492.94,12574.96,12272.38,12402.04,17777299456,CNY
2015-11-16,12180.99,12620.38,12171.66,12620.38,14015500288,CNY
2015-11-17,12744.79,12827.2,12478.97,12511.55,20803700736,CNY
2015-11-18,12516.14,12580.91,12257.04,12283.76,15752299520,CNY
2015-11-19,12326.16,12609.84,12309.78,12609.84,14926799872,CNY
2015-11-20,12650.25,12766.26,12565.8,12702.03,18656800768,CNY
2015-11-23,12699.15,12806.32,12539.98,12586.69,16743799808,CNY
2015-11-24,12580.72,12694.86,12438.92,12694.86,13325500416,CNY
2015-11-25,12696.13,12904.79,12666.19,12893.23,15374000128,CNY
2015-11-26,12952.0,12970.47,12747.89,12767.5,17141999616,CNY
2015-11-27,12697.51,12733.45,11880.32,11961.7,18690000896,CNY
2015-11-30,11991.7,12121.22,11455.5,12037.86,15745800192,CNY
2015-12-01,12022.83,12206.17,11938.63,12081.17,12806800384,CNY
2015-12-02,12068.98,12188.01,11830.99,12186.27,14030699520,CNY
2015-12-03,12205.44,12447.38,12205.44,12447.38,13058899968,CNY
2015-12-04,12384.5,12474.46,12268.49,12329.18,12892699648,CNY
2015-12-07,12351.41,12467.85,12262.13,12443.05,11375399936,CNY
2015-12-08,12371.11,12371.11,12151.15,12164.97,11766599680,CNY
2015-12-09,12112.2,12257.58,12091.76,12179.83,10852700160,CNY
2015-12-10,12180.77,12318.04,12158.65,12181.03,11066800128,CNY
2015-12-11,12120.59,12228.29,12051.44,12134.02,9761099776,CNY
2015-12-14,12023.81,12400.59,12004.49,12400.59,11176299520,CNY
2015-12-15,12412.47,12553.79,12412.47,12495.25,11490499584,CNY
2015-12-16,12533.11,12595.12,12471.09,12511.03,11434200064,CNY
2015-12-17,12602.67,12825.48,12602.67,12825.48,16986000384,CNY
2015-12-18,12825.02,12904.08,12763.43,12830.25,15087399936,CNY
2015-12-21,12824.43,13047.12,12816.72,13028.31,16208000000,CNY
2015-12-22,13064.69,13139.12,12980.38,13139.12,15376900096,CNY
2015-12-23,13142.53,13187.05,12974.63,13007.87,16251799552,CNY
2015-12-24,12977.25,13003.78,12770.36,12932.37,11823099904,CNY
2015-12-25,12960.25,13012.74,12898.47,12980.57,10433300480,CNY
2015-12-28,13025.66,13064.5,12686.34,12686.34,13564300288,CNY
2015-12-29,12676.61,12806.16,12598.1,12806.16,10122300416,CNY
2015-12-30,12826.48,12899.94,12768.17,12889.83,10914899968,CNY
2015-12-31,12893.12,12921.71,12664.53,12664.89,10238999552,CNY
2016-01-04,12650.72,12659.41,11625.41,11626.04,10584299520,CNY
2016-01-05,11116.9,11687.48,11063.64,11468.06,15180399616,CNY
2016-01-06,11520.77,11730.48,11413.98,11724.88,13403499520,CNY
2016-01-07,11504.9,11504.9,10745.47,10760.27,3790599936,CNY
2016-01-08,11008.89,11121.78,10376.29,10888.91,14927699968,CNY
2016-01-11,10656.87,10809.57,10212.46,10212.46,14181499904,CNY
2016-01-12,10243.57,10414.94,10065.09,10293.7,11375699968,CNY
2016-01-13,10347.08,10435.24,9978.82,9978.82,10842099712,CNY
2016-01-14,9678.22,10357.95,9668.9,10344.94,11864899584,CNY
2016-01-15,10268.95,10363.82,9940.89,9997.92,11436600320,CNY
2016-01-18,9807.25,10273.59,9807.25,10155.96,9738900480,CNY
2016-01-19,10137.38,10519.67,10105.55,10501.79,11757700096,CNY
2016-01-20,10434.35,10554.03,10297.82,10366.85,11307100160,CNY
2016-01-21,10207.42,10475.51,9975.97,9975.97,10193600512,CNY
2016-01-22,10095.42,10171.92,9837.74,10111.57,8581600256,CNY
2016-01-25,10194.75,10291.5,10103.65,10192.53,7851700224,CNY
2016-01-26,10079.22,10104.47,9463.31,9483.55,10868299776,CNY
2016-01-27,9525.61,9556.83,8986.52,9422.43,11379399680,CNY
2016-01-28,9309.87,9430.56,9045.5,9082.59,8611399680,CNY
2016-01-29,9077.11,9491.06,9056.04,9418.2,9144899584,CNY
2016-02-01,9389.62,9457.43,9196.15,9322.01,7581400064,CNY
2016-02-02,9332.69,9646.95,9332.69,9610.93,8341499904,CNY
2016-02-03,9509.5,9679.54,9453.16,9638.87,7861000192,CNY
2016-02-04,9667.91,9844.02,9667.91,9793.07,8888299520,CNY
2016-02-05,9802.25,9830.08,9670.02,9673.48,7173000192,CNY
2016-02-15,9385.52,9725.18,9385.52,9668.84,6880600064,CNY
2016-02-16,9727.76,10071.02,9727.76,10045.37,10392999936,CNY
2016-02-17,10043.69,10178.55,9982.17,10161.77,12036400128,CNY
2016-02-18,10231.26,10273.63,10099.1,10116.4,11836000256,CNY
2016-02-19,10091.67,10225.99,10066.04,10162.32,9412400128,CNY
2016-02-22,10290.05,10371.14,10239.58,10370.99,12302499840,CNY
2016-02-23,10374.36,10397.52,10171.67,10299.67,11393099776,CNY
2016-02-24,10256.39,10355.32,10100.5,10307.63,10798499840,CNY
2016-02-25,10290.96,10290.96,9510.1,9551.08,13723400192,CNY
2016-02-26,9625.37,9676.24,9392.67,9573.7,10160100352,CNY
2016-02-29,9528.72,9528.72,9000.89,9097.36,11115400192,CNY
2016-03-01,9116.56,9384.31,9011.51,9322.0,10931000320,CNY
2016-03-02,9308.49,9781.91,9308.49,9766.37,14723099648,CNY
2016-03-03,9770.74,9946.93,9749.0,9762.01,15891600384,CNY
2016-03-04,9721.23,9797.56,9447.11,9536.71,14247900160,CNY
2016-03-07,9642.25,9805.37,9614.69,9703.83,10452799488,CNY
2016-03-08,9690.57,9732.73,9348.76,9732.73,11825899520,CNY
2016-03-09,9525.25,9672.49,9466.49,9523.14,9051700224,CNY
2016-03-10,9526.19,9600.23,9382.16,9390.35,7366499840,CNY
2016-03-11,9286.52,9430.95,9254.24,9363.41,6240000000,CNY
2016-03-14,9466.42,9763.36,9466.42,9665.13,10489900032,CNY
2016-03-15,9636.63,9677.48,9536.27,9574.19,8425800192,CNY
2016-03-16,9629.82,9661.93,9418.55,9469.03,7481200128,CNY
2016-03-17,9515.63,9820.99,9511.71,9791.85,11567899648,CNY
2016-03-18,9841.04,10170.69,9833.11,10126.59,16597900288,CNY
2016-03-21,10255.9,10394.14,10234.65,10394.14,17991800832,CNY
2016-03-22,10308.91,10435.13,10254.69,10344.08,13934000128,CNY
2016-03-23,10317.93,10442.38,10277.25,10442.38,12078399488,CNY
2016-03-24,10346.56,10473.22,10263.56,10283.68,13245400064,CNY
2016-03-25,10256.41,10371.52,10223.16,10339.68,10315400192,CNY
2016-03-28,10399.17,10494.2,10248.27,10276.84,11723799552,CNY
2016-03-29,10259.71,10279.0,10024.06,10094.71,10071600128,CNY
2016-03-30,10187.64,10445.69,10187.64,10445.69,11206500352,CNY
2016-03-31,10494.52,10552.58,10426.45,10455.37,12123499520,CNY
2016-04-01,10410.68,10442.3,10224.37,10379.65,10268399616,CNY
2016-04-05,10393.65,10656.15,10373.54,10640.27,13028100096,CNY
2016-04-06,10604.23,10696.03,10570.14,10683.86,12424500224,CNY
2016-04-07,10719.27,10743.23,10504.88,10504.88,12798400512,CNY
2016-04-08,10425.01,10457.01,10288.8,10413.54,10586500096,CNY
2016-04-11,10513.87,10667.04,10513.87,10609.59,12084100096,CNY
2016-04-12,10600.8,10624.59,10430.31,10533.41,10155700224,CNY
2016-04-13,10599.22,10810.41,10599.22,10684.92,16664299520,CNY
2016-04-14,10741.65,10771.96,10651.92,10771.61,12297199616,CNY
2016-04-15,10774.49,10784.6,10680.74,10733.64,10270499840,CNY
2016-04-18,10665.44,10665.44,10508.98,10568.93,9748400128,CNY
2016-04-19,10618.83,10649.25,10531.54,10602.46,8583099904,CNY
2016-04-20,10632.07,10647.09,10011.57,10164.74,14763100160,CNY
2016-04-21,10120.11,10242.36,10049.35,10058.8,10634399744,CNY
2016-04-22,9995.12,10151.76,9976.05,10151.76,8287099904,CNY
2016-04-25,10122.13,10137.75,9986.39,10106.79,7316599808,CNY
2016-04-26,10095.96,10209.9,10076.74,10209.9,6966000128,CNY
2016-04-27,10221.83,10279.09,10159.5,10174.16,7461700096,CNY
2016-04-28,10178.24,10198.95,9990.67,10149.91,7639600128,CNY
2016-04-29,10111.61,10196.92,10100.18,10141.54,6259100160,CNY
2016-05-03,10144.15,10441.92,10105.8,10441.92,9684799488,CNY
2016-05-04,10401.67,10498.32,10389.77,10422.8,9321700352,CNY
2016-05-05,10403.55,10480.22,10372.22,10474.01,8057200128,CNY
2016-05-06,10473.3,10501.43,10100.53,10100.53,11930699776,CNY
2016-05-09,10018.51,10018.51,9747.87,9790.48,9558400000,CNY
2016-05-10,9770.3,9836.98,9738.52,9793.21,6420800000,CNY
2016-05-11,9848.32,9904.53,9743.08,9781.15,7257800192,CNY
2016-05-12,9664.28,9801.2,9544.12,9796.58,7287399936,CNY
2016-05-13,9769.13,9880.69,9710.17,9759.27,6492599808,CNY
2016-05-16,9729.79,9910.08,9690.33,9910.08,6981700096,CNY
2016-05-17,9918.43,10007.38,9839.86,9908.79,8401900032,CNY
2016-05-18,9835.58,9835.58,9591.18,9694.78,8536300032,CNY
2016-05-19,9684.12,9847.22,9684.12,9733.74,7484100096,CNY
2016-05-20,9657.75,9816.75,9628.98,9816.75,6952699904,CNY
2016-05-23,9839.78,9937.83,9839.76,9918.16,7719199744,CNY
2016-05-24,9903.17,9903.17,9765.65,9821.7,7134199808,CNY
2016-05-25,9883.94,9930.81,9756.52,9784.6,7046700032,CNY
2016-05-26,9766.08,9826.14,9605.45,9826.14,7762599936,CNY
2016-05-27,9798.34,9878.74,9775.22,9813.63,7658100224,CNY
2016-05-30,9756.87,9847.7,9681.24,9768.84,6313800192,CNY
2016-05-31,9786.0,10159.93,9786.0,10159.93,12771699712,CNY
2016-06-01,10184.23,10284.36,10177.22,10209.14,13021400064,CNY
2016-06-02,10192.51,10274.02,10181.18,10274.02,10645600256,CNY
2016-06-03,10275.94,10412.95,10258.02,10344.91,12202900480,CNY
2016-06-06,10383.45,10403.81,10296.18,10363.08,9896800256,CNY
2016-06-07,10365.81,10371.87,10297.42,10347.84,9189799936,CNY
2016-06-08,10330.18,10372.98,10232.13,10316.82,9485100032,CNY
2016-06-13,10190.78,10256.62,9862.58,9862.58,11030899712,CNY
2016-06-14,9830.55,9927.59,9795.94,9895.15,7694099968,CNY
2016-06-15,9790.88,10215.61,9779.11,10173.85,10807900160,CNY
2016-06-16,10154.18,10199.52,10090.23,10115.12,10609899520,CNY
2016-06-17,10135.38,10261.97,10113.95,10182.53,10218399744,CNY
2016-06-20,10183.77,10241.91,10101.63,10221.85,8775700480,CNY
2016-06-21,10285.04,10357.18,10093.15,10131.86,10974199808,CNY
2016-06-22,10108.96,10297.98,10104.88,10297.98,8755399680,CNY
2016-06-23,10288.47,10312.61,10183.01,10255.27,9761599488,CNY
2016-06-24,10235.05,10315.35,9901.9,10147.7,12668699648,CNY
2016-06-27,10090.05,10377.57,10090.05,10377.57,10912799744,CNY
2016-06-28,10330.12,10475.76,10309.23,10463.45,12363599872,CNY
2016-06-29,10499.91,10527.69,10434.24,10460.97,11384500224,CNY
2016-06-30,10474.93,10509.99,10435.53,10489.99,9932499968,CNY
2016-07-01,10506.22,10555.95,10436.6,10458.43,9540800512,CNY
2016-07-04,10369.69,10631.57,10362.85,10609.86,12887400448,CNY
2016-07-05,10598.42,10626.02,10546.7,10602.77,12594599936,CNY
2016-07-06,10567.67,10641.65,10538.1,10641.65,12318900224,CNY
2016-07-07,10612.23,10662.7,10526.81,10620.58,13573300224,CNY
2016-07-08,10613.71,10672.92,10560.31,10611.8,11082200064,CNY
2016-07-11,10633.62,10734.34,10587.96,10594.82,13185099776,CNY
2016-07-12,10583.17,10757.84,10487.55,10757.84,14634600448,CNY
2016-07-13,10794.5,10890.02,10772.83,10853.56,15453400064,CNY
2016-07-14,10834.9,10866.44,10786.49,10854.14,12068200448,CNY
2016-07-15,10854.5,10869.07,10774.54,10823.21,11461099520,CNY
2016-07-18,10793.17,10835.3,10708.74,10762.0,11250799616,CNY
2016-07-19,10753.87,10783.22,10661.39,10778.25,10215400448,CNY
2016-07-20,10775.56,10818.94,10740.59,10759.86,9557999616,CNY
2016-07-21,10758.33,10872.34,10746.88,10787.21,10440200192,CNY
2016-07-22,10782.24,10801.47,10700.11,10709.07,10409799680,CNY
2016-07-25,10684.55,10778.73,10668.64,10718.35,9351900160,CNY
2016-07-26,10714.75,10852.21,10713.69,10852.21,9106799616,CNY
2016-07-27,10858.7,10873.26,10289.96,10405.85,16279900160,CNY
2016-07-28,10386.83,10481.69,10262.3,10396.31,11098399744,CNY
2016-07-29,10384.4,10411.13,10294.5,10329.43,8517000192,CNY
2016-08-01,10289.89,10290.05,10086.65,10185.48,8616800256,CNY
2016-08-02,10173.34,10250.55,10157.85,10250.55,6142600192,CNY
2016-08-03,10229.47,10295.76,10205.98,10281.25,7107100160,CNY
2016-08-04,10272.72,10376.21,10235.7,10366.5,8297600000,CNY
2016-08-05,10368.8,10420.42,10333.32,10342.28,8113399808,CNY
2016-08-08,10315.0,10468.88,10259.3,10468.88,8885900288,CNY
2016-08-09,10466.04,10564.77,10457.82,10564.77,9197200384,CNY
2016-08-10,10558.49,10594.77,10510.91,10511.16,9240200192,CNY
2016-08-11,10496.43,10526.35,10390.96,10390.96,8919100416,CNY
2016-08-12,10373.05,10528.1,10364.47,10528.1,9119599616,CNY
2016-08-15,10556.4,10862.96,10552.95,10822.11,16156109824,CNY
2016-08-16,10845.62,10913.22,10845.07,10882.95,14135810048,CNY
2016-08-17,10879.99,10936.58,10832.78,10890.69,12440489984,CNY
2016-08-18,10873.65,10946.74,10834.01,10879.2,13159440384,CNY
2016-08-19,10865.38,10911.77,10819.8,10872.71,10798340096,CNY
2016-08-22,10869.06,10894.84,10731.2,10731.4,10290830336,CNY
2016-08-23,10720.5,10793.37,10680.1,10750.29,9043940352,CNY
2016-08-24,10751.35,10815.26,10732.92,10760.44,8777520128,CNY
2016-08-25,10694.34,10699.25,10564.36,10679.15,9721209856,CNY
2016-08-26,10703.32,10785.01,10675.6,10693.75,8778730496,CNY
2016-08-29,10690.95,10757.26,10682.26,10724.4,7653749760,CNY
2016-08-30,10732.77,10787.32,10713.75,10729.12,7230410240,CNY
2016-08-31,10730.55,10776.32,10679.65,10757.88,7911020032,CNY
2016-09-01,10759.76,10765.51,10669.51,10669.51,8291480064,CNY
2016-09-02,10666.1,10727.88,10592.08,10640.42,7598219776,CNY
2016-09-05,10682.71,10756.43,10674.96,10695.45,7344269824,CNY
2016-09-06,10714.54,10861.5,10623.99,10861.5,10210879488,CNY
2016-09-07,10860.12,10903.64,10827.25,10838.72,10511729664,CNY
2016-09-08,10830.05,10863.96,10795.87,10851.19,7900950016,CNY
2016-09-09,10855.29,10877.09,10762.79,10762.79,8497249792,CNY
2016-09-12,10578.78,10619.89,10460.51,10461.58,10317079552,CNY
2016-09-13,10519.02,10545.2,10460.13,10514.58,7410570240,CNY
2016-09-14,10466.83,10519.96,10425.69,10454.24,6632880128,CNY
2016-09-19,10476.63,10570.58,10476.63,10557.25,5792200192,CNY
2016-09-20,10563.04,10563.73,10520.08,10544.53,5471029760,CNY
2016-09-21,10543.39,10600.68,10538.94,10583.4,6024929792,CNY
2016-09-22,10644.71,10697.39,10634.46,10662.21,7566239744,CNY
2016-09-23,10670.59,10679.82,10607.86,10609.7,6862029824,CNY
2016-09-26,10588.35,10588.51,10392.7,10392.7,7900429824,CNY
2016-09-27,10375.35,10476.97,10352.02,10476.97,6184209920,CNY
2016-09-28,10490.05,10492.93,10436.12,10467.16,5134700032,CNY
2016-09-29,10477.04,10553.02,10477.04,10512.25,5552000000,CNY
2016-09-30,10504.29,10590.37,10499.47,10567.58,5097379840,CNY
2016-10-10,10612.21,10741.69,10584.7,10741.69,8171910144,CNY
2016-10-11,10743.41,10782.31,10727.45,10782.31,8576600064,CNY
2016-10-12,10751.43,10792.12,10733.31,10788.59,7867800064,CNY
2016-10-13,10784.74,10818.04,10757.49,10787.49,8139230208,CNY
2016-10-14,10774.37,10774.37,10692.07,10759.68,7393019904,CNY
2016-10-17,10770.34,10783.67,10624.82,10651.5,7997120000,CNY
2016-10-18,10637.69,10797.02,10637.69,10797.02,8290109952,CNY
2016-10-19,10811.27,10824.41,10733.69,10757.92,8338630144,CNY
2016-10-20,10763.46,10802.66,10752.92,10784.33,7572810240,CNY
2016-10-21,10783.56,10802.54,10678.11,10748.9,8358329856,CNY
2016-10-24,10755.49,10871.16,10740.18,10842.64,9318729728,CNY
2016-10-25,10846.76,10871.66,10841.2,10871.51,8656979968,CNY
2016-10-26,10871.24,10871.24,10793.63,10817.51,8830780416,CNY
2016-10-27,10805.8,10808.14,10745.28,10788.97,7220819968,CNY
2016-10-28,10783.28,10836.77,10710.93,10711.04,7691180032,CNY
2016-10-31,10685.36,10719.04,10630.3,10704.3,6647960064,CNY
2016-11-01,10714.82,10797.06,10706.87,10796.14,6690959872,CNY
2016-11-02,10771.35,10785.11,10686.94,10692.65,7989899776,CNY
2016-11-03,10662.16,10804.26,10655.14,10743.96,8828669952,CNY
2016-11-04,10737.91,10784.84,10684.47,10702.57,7438560256,CNY
2016-11-07,10704.26,10729.99,10663.56,10695.18,8674809856,CNY
2016-11-08,10734.07,10785.88,10722.35,10763.13,8035080192,CNY
2016-11-09,10768.86,10785.09,10575.16,10697.11,10493540352,CNY
2016-11-10,10777.1,10848.98,10777.1,10821.66,10099390464,CNY
2016-11-11,10823.93,10878.14,10792.83,10878.14,12601249792,CNY
2016-11-14,10855.98,10952.61,10847.82,10907.53,13262440448,CNY
2016-11-15,10910.15,10958.1,10877.4,10958.1,10638570496,CNY
2016-11-16,10970.7,10998.92,10956.87,10968.08,10921820160,CNY
2016-11-17,10942.1,10961.8,10887.51,10945.42,8529939968,CNY
2016-11-18,10946.88,10963.66,10876.91,10889.11,7894009856,CNY
2016-11-21,10877.08,10955.44,10861.81,10899.92,8229850112,CNY
2016-11-22,10910.42,10985.6,10910.42,10985.6,9578380288,CNY
2016-11-23,11011.0,11041.52,10952.0,10973.8,10800889856,CNY
2016-11-24,10960.65,11030.12,10947.27,10967.47,10275309568,CNY
2016-11-25,10966.36,11036.53,10830.4,11036.53,10283200512,CNY
2016-11-28,11078.77,11108.87,11045.68,11068.87,11132820480,CNY
2016-11-29,11039.62,11124.81,11026.3,11034.7,11337029632,CNY
2016-11-30,11023.66,11072.06,10983.18,11012.19,9783409664,CNY
2016-12-01,11037.11,11090.93,11036.61,11088.16,9540549632,CNY
2016-12-02,11074.54,11078.29,10905.39,10912.63,10110359552,CNY
2016-12-05,10776.12,10894.08,10762.85,10784.33,9137770496,CNY
2016-12-06,10798.8,10833.81,10774.36,10779.77,6983379968,CNY
2016-12-07,10780.21,10855.72,10751.2,10855.72,7452179968,CNY
2016-12-08,10865.22,10865.22,10804.74,10812.3,7838320128,CNY
2016-12-09,10802.18,10835.91,10766.56,10789.62,7758850048,CNY
2016-12-12,10774.59,10775.57,10292.54,10302.85,11512689664,CNY
2016-12-13,10280.44,10364.06,10192.13,10332.28,8181279744,CNY
2016-12-14,10318.07,10333.66,10213.95,10232.82,7922200064,CNY
2016-12-15,10202.24,10331.98,10195.0,10256.11,7558720000,CNY
2016-12-16,10258.64,10346.53,10239.21,10334.76,6798739968,CNY
2016-12-19,10330.61,10330.61,10262.69,10283.16,6556349952,CNY
2016-12-20,10275.44,10276.63,10204.02,10245.33,6358230016,CNY
2016-12-21,10266.19,10320.34,10266.19,10313.57,6249099776,CNY
2016-12-22,10310.72,10323.07,10257.32,10306.92,5866039808,CNY
2016-12-23,10304.64,10311.39,10196.72,10199.86,6329410048,CNY
2016-12-26,10163.51,10233.42,10062.37,10233.42,6139570176,CNY
2016-12-27,10229.91,10270.98,10221.67,10230.57,5258619904,CNY
2016-12-28,10229.01,10246.77,10169.8,10187.16,5195019776,CNY
2016-12-29,10177.02,10222.52,10151.28,10159.45,4934900224,CNY
2016-12-30,10175.5,10204.09,10145.11,10177.14,5043530240,CNY
2017-01-03,10205.14,10275.13,10205.14,10262.85,6219350016,CNY
2017-01-04,10264.43,10384.87,10255.75,10384.87,7229629952,CNY
2017-01-05,10382.6,10396.9,10365.44,10371.47,6809500160,CNY
2017-01-06,10362.85,10363.12,10286.52,10289.36,6185699840,CNY
2017-01-09,10281.31,10337.7,10258.37,10331.79,6193370112,CNY
2017-01-10,10327.01,10357.14,10301.69,10306.34,6460749824,CNY
2017-01-11,10294.3,10331.37,10213.86,10215.48,6199439872,CNY
2017-01-12,10207.43,10236.09,10127.42,10131.23,6241820160,CNY
2017-01-13,10135.68,10155.22,9997.4,10008.3,5978860032,CNY
2017-01-16,9993.56,9993.56,9482.84,9712.8,8269940224,CNY
2017-01-17,9684.53,9827.91,9611.19,9826.79,5769840128,CNY
2017-01-18,9801.08,9858.79,9774.76,9804.76,4639300096,CNY
2017-01-19,9781.64,9821.22,9746.3,9768.57,4548409856,CNY
2017-01-20,9763.04,9925.17,9762.78,9906.14,5289600000,CNY
2017-01-23,9919.41,10010.08,9919.41,9976.19,5681809920,CNY
2017-01-24,9972.61,9978.27,9928.08,9941.55,5107680256,CNY
2017-01-25,9931.62,9991.5,9922.49,9977.96,4329350144,CNY
2017-01-26,9989.85,10053.36,9989.35,10052.05,4516960256,CNY
2017-02-03,10061.29,10066.7,9985.3,10004.84,4514420224,CNY
2017-02-06,10004.22,10080.58,9984.64,10078.73,5186220032,CNY
2017-02-07,10072.51,10093.67,10011.77,10055.57,5347060224,CNY
2017-02-08,10043.61,10130.12,10003.91,10130.12,5752220160,CNY
2017-02-09,10124.45,10194.42,10116.45,10182.73,6897939968,CNY
2017-02-10,10184.57,10212.48,10155.36,10186.38,7560200192,CNY
2017-02-13,10188.71,10279.12,10187.09,10270.83,7799499776,CNY
2017-02-14,10273.09,10286.37,10234.37,10264.92,6510329856,CNY
2017-02-15,10259.95,10294.77,10160.11,10177.25,7893150208,CNY
2017-02-16,10175.12,10253.96,10163.24,10253.96,6928609792,CNY
2017-02-17,10261.09,10296.14,10183.37,10197.92,7493559808,CNY
2017-02-20,10203.02,10334.59,10203.02,10329.0,7630300160,CNY
2017-02-21,10338.87,10407.14,10330.28,10405.75,8197139968,CNY
2017-02-22,10403.92,10444.38,10385.1,10444.38,8097059840,CNY
2017-02-23,10439.83,10454.16,10379.05,10432.64,8665199616,CNY
2017-02-24,10423.64,10446.5,10396.75,10443.73,7656750080,CNY
2017-02-27,10443.3,10447.68,10345.47,10353.55,7407779840,CNY
