,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2009-05-11,3926.0,,,2579.75,17087.95,1830.74,,3554.6,9451.98,1415.16,,1900.09,,,2829.22,2043.15,,7122.92,,535.18,,,8418.77,1731.24,1395.79,909.24,,387.78,3960.4,,,2663.95,17685.64,1891.77,,3660.2,9503.91,1420.31,,1910.93,,,2918.84,2067.68,,7185.35,,540.22,,,8569.23,1747.97,1410.43,922.99,,387.78,3901.4,,,2579.75,17032.44,1827.16,,3534.55,9342.75,1405.42,,1896.01,,,2829.22,2016.45,,7091.87,,526.75,,,8347.41,1705.87,1369.36,908.68,,387.78,3943.2,,,2646.29,17381.0,1862.53,,3615.75,9460.72,1416.42,,1896.01,,,2873.14,2016.45,,7144.9,,530.63,,,8569.23,1713.65,1375.05,922.99,,387.78,1617618816.0,,,17824800768.0,0.0,22574923776.0,,285340992.0,0.0,681598976.0,,5814558.0,,,41455120.0,17521388.0,,0.0,,6825430016.0,,,0.0,730775232.0,301152256.0,0.0,,0.0
2009-05-12,3877.2,,,2618.17,17153.64,1842.02,,3681.1,9298.61,1403.51,,1888.62,,,2812.7,2017.25,,7296.9,,544.54,,,8469.11,1715.92,1377.4,908.35,,397.61,3914.2,,,2619.69,17239.65,1842.73,,3691.65,9389.61,1411.21,,1900.71,,,2832.52,2043.15,,7313.91,,544.54,,,8574.88,1743.52,1402.14,915.57,,397.61,3856.1,,,2558.96,16908.06,1796.94,,3534.2,9298.61,1395.91,,1875.9,,,2809.16,2017.25,,7131.26,,530.63,,,8306.47,1695.87,1362.08,896.46,,397.61,3914.2,,,2562.36,16996.21,1830.74,,3554.65,9358.25,1406.44,,1900.09,,,2829.22,2043.15,,7131.26,,532.89,,,8419.17,1742.86,1402.14,910.52,,397.61,1161693440.0,,,12300600320.0,0.0,13851161600.0,,366056000.0,0.0,770681984.0,,5760795.0,,,33725736.0,15298800.0,,0.0,,8009162752.0,,,0.0,740675264.0,305338720.0,0.0,,0.0
2009-05-13,3856.1,,,2663.77,17059.62,1851.33,,3635.25,9340.49,1414.52,,1870.45,,,2811.56,2024.25,,7242.6,,552.71,,,8284.89,1664.19,1339.83,883.92,,389.22,3894.4,,,2670.21,17372.15,1871.82,,3709.6,9379.47,1414.63,,1888.62,,,2824.8,2027.88,,7435.0,,554.36,,,8461.8,1697.76,1365.33,905.4,,389.22,3838.6,,,2608.32,17014.86,1834.3,,3610.2,9278.89,1400.35,,1867.88,,,2799.7,2017.25,,7211.78,,542.87,,,8208.74,1664.19,1339.82,882.8,,389.22,3877.7,,,2629.03,17097.82,1842.02,,3668.75,9305.79,1409.59,,1888.62,,,2812.7,2017.25,,7309.55,,543.8,,,8461.8,1696.8,1364.43,905.4,,389.22,1192487296.0,,,14583600128.0,0.0,28755462144.0,,354308000.0,0.0,713985024.0,,3801172.0,,,38428012.0,11048368.0,,0.0,,8677600256.0,,,0.0,711806336.0,298144128.0,0.0,,0.0
2009-05-14,3723.4,,,2639.89,16541.69,1785.0,,3593.45,9093.73,1380.95,,1884.42,,,2776.12,1992.47,,7142.42,,526.55,,,8331.32,1689.21,1359.67,893.07,,385.31,3823.4,,,2651.49,16630.33,1851.2,,3631.9,9223.77,1400.38,,1888.04,,,2811.56,2024.25,,7282.08,,546.9,,,8427.93,1701.22,1369.31,898.36,,385.31,3722.7,,,2610.22,16422.28,1776.94,,3537.6,9052.41,1380.91,,1869.44,,,2770.49,1983.75,,7088.32,,526.55,,,8218.94,1667.94,1344.77,882.52,,385.31,3823.1,,,2631.45,16630.33,1851.33,,3631.9,9212.3,1395.6,,1870.45,,,2811.56,2024.25,,7245.93,,544.02,,,8285.92,1672.48,1348.33,884.24,,385.31,1244624128.0,,,12476199936.0,0.0,27090948096.0,,288153984.0,0.0,700942016.0,,4423449.0,,,45265776.0,10937340.0,,0.0,,6710934016.0,,,0.0,668012096.0,283471648.0,0.0,,0.0
2009-05-15,3773.2,,,2645.26,16790.7,1750.91,,3671.65,9265.02,1391.73,,1907.67,,,2790.9,1983.8,,7177.64,,533.92,,,8268.64,1680.14,1355.11,882.88,,398.16,3791.7,,,2661.37,16953.41,1820.86,,3686.25,9272.08,1399.84,,1918.88,,,2809.84,2008.59,,7220.89,,536.54,,,8422.28,1703.45,1374.1,896.97,,398.16,3741.9,,,2623.36,16736.18,1708.38,,3597.85,9140.9,1385.83,,1884.36,,,2776.12,1983.8,,7124.7,,522.44,,,8206.67,1676.56,1351.13,878.94,,398.16,3743.4,,,2646.89,16818.81,1785.0,,3597.85,9150.21,1395.15,,1884.42,,,2776.12,1992.47,,7147.21,,536.22,,,8326.22,1687.49,1355.55,892.76,,398.16,1132360448.0,,,11089000448.0,0.0,18161104896.0,,300880992.0,0.0,702846976.0,,37208424.0,,,38073376.0,15055540.0,,0.0,,5041640960.0,,,0.0,662756288.0,278340576.0,0.0,,0.0
2009-05-18,3735.6,,,2652.78,17022.91,1803.57,,4323.15,9038.69,1386.68,,2030.9,,,2777.86,1984.36,,7172.85,,540.22,,,8504.08,1732.36,1392.73,909.71,,398.18,3763.8,,,2656.84,17062.49,1804.87,,4384.3,9167.82,1387.2,,2046.88,,,2793.82,1992.95,,7230.24,,540.22,,,8534.66,1732.36,1392.73,910.0,,398.18,3714.9,,,2589.61,16334.36,1712.64,,3673.15,8997.74,1366.58,,1907.67,,,2777.86,1983.76,,7158.95,,523.15,,,8270.15,1689.55,1357.42,886.07,,398.18,3763.8,,,2632.57,16468.71,1750.49,,3673.15,9167.05,1385.71,,1907.67,,,2790.9,1983.8,,7184.81,,524.25,,,8270.15,1696.82,1367.05,886.07,,398.18,774524992.0,,,11904900096.0,0.0,13730181120.0,,2768000.0,0.0,552497024.0,,34232648.0,,,44277328.0,15577917.0,,0.0,,3556883968.0,,,0.0,613253248.0,254661808.0,0.0,,0.0
2009-05-19,3817.3,,,2676.68,17544.03,1886.02,,4318.45,9290.29,1428.21,,2035.59,,,2790.8,2013.74,,7067.85,,556.47,,,8474.85,1734.54,1398.05,908.13,,408.94,3821.2,,,2688.11,17588.93,1888.22,,4509.4,9326.75,1428.21,,2077.48,,,2826.7,2013.74,,7209.35,,562.32,,,8594.16,1750.05,1410.74,916.39,,408.94,3758.4,,,2660.56,17376.43,1805.43,,4167.65,9166.97,1411.89,,2014.65,,,2777.86,1984.36,,7048.45,,550.69,,,8402.61,1719.92,1379.88,905.22,,408.94,3759.1,,,2679.4,17454.23,1805.43,,4324.95,9172.56,1416.95,,2030.9,,,2777.86,1984.36,,7197.4,,550.78,,,8502.48,1727.0,1387.2,909.67,,408.94,1099402752.0,,,14746600448.0,0.0,15836733440.0,,670982016.0,0.0,767835008.0,,28664712.0,,,34820404.0,11825819.0,,0.0,,5739765248.0,,,0.0,622997312.0,250767456.0,0.0,,0.0
2009-05-20,3824.6,,,2651.41,17475.84,1885.72,,4270.3,9344.64,1435.7,,2089.055,,,2801.08,2029.7,,7060.72,,561.41,,,8422.04,1727.84,1393.72,903.47,,418.67,3831.5,,,2686.34,17611.0,1907.49,,4362.85,9399.4,1436.92,,2121.005,,,2806.14,2035.26,,7084.61,,565.31,,,8645.85,1767.47,1423.13,924.6,,418.67,3791.5,,,2651.01,17362.37,1872.26,,4244.7,9311.61,1424.6,,2025.12,,,2789.25,2011.67,,6981.57,,556.64,,,8376.4,1722.32,1388.81,901.37,,418.67,3826.1,,,2680.55,17486.39,1886.22,,4318.75,9372.72,1427.98,,2033.245,,,2790.8,2013.74,,7061.23,,561.28,,,8471.82,1743.6,1401.37,908.62,,418.67,1019195840.0,,,13824600064.0,0.0,6688700928.0,,471343008.0,0.0,698912000.0,,47607556.0,,,39273520.0,19200356.0,,0.0,,5102716928.0,,,0.0,682128768.0,272230112.0,0.0,,0.0
2009-05-21,3813.9,,,2610.62,17199.49,1883.7150000000001,,4210.9,9264.15,1421.65,,2142.52,,,2776.31,2028.33,,6969.82,,548.77,,,8292.13,1695.25,1367.39,888.33,,414.96,3830.3,,,2663.23,17415.26,1898.685,,4319.0,9286.35,1433.07,,2164.53,,,2801.08,2038.44,,7019.92,,563.03,,,8416.07,1719.58,1391.0,900.42,,414.96,3792.2,,,2598.87,17172.64,1865.17,,4199.2,9189.92,1412.73,,2035.59,,,2767.86,2022.06,,6841.03,,545.78,,,8185.25,1677.77,1353.53,879.61,,414.96,3824.8,,,2639.14,17291.44,1885.815,,4270.35,9280.35,1431.03,,2035.59,,,2801.08,2029.7,,7019.92,,559.46,,,8416.07,1709.83,1378.83,900.42,,414.96,1136892928.0,,,13892700160.0,0.0,6511394560.0,,353070016.0,0.0,867644032.0,,66550400.0,,,56974208.0,28802868.0,,0.0,,5136306176.0,,,0.0,700341312.0,307899808.0,0.0,,0.0
2009-05-22,3761.6,,,2597.6,17062.52,1881.71,,4238.5,9225.81,1403.75,,2146.73,,,2760.54,2021.56,,7146.24,,554.02,,,8277.32,1692.01,1363.17,887.0,,408.4,3796.2,,,2617.75,17299.26,1889.88,,4249.5,9267.82,1431.32,,2178.11,,,2776.31,2028.33,,7179.47,,554.68,,,8415.75,1711.98,1379.88,896.65,,408.4,3751.8,,,2578.59,16740.27,1858.08,,4155.85,9126.69,1402.8,,2131.63,,,2756.34,2013.37,,7035.03,,543.26,,,8218.86,1682.24,1353.59,883.75,,408.4,3795.5,,,2595.99,17169.57,1885.41,,4211.85,9156.14,1406.27,,2142.52,,,2776.31,2028.33,,7037.06,,550.34,,,8292.21,1702.06,1371.76,888.68,,408.4,1001464960.0,,,9914699776.0,0.0,6334088192.0,,284164992.0,0.0,676836992.0,,64373128.0,,,29347988.0,10709192.0,,0.0,,4838554112.0,,,0.0,484250144.0,212248080.0,0.0,,0.0
2009-05-25,3737.9,,,2610.01,17121.82,1890.97,,4237.55,9347.0,1400.9,,2120.63,,,2740.2,2032.88,,7173.57,,550.51,,,8424.4475,1735.825,1400.25,904.4975000000001,,425.9,3784.5,,,2618.36,17264.42,1898.05,,4270.05,9402.76,1414.14,,2166.55,,,2765.18,2035.13,,7234.97,,558.36,,,8496.630000000001,1741.5975,1405.8000000000002,907.9825,,425.9,3722.0,,,2538.62,16789.0,1878.65,,4205.1,9245.95,1315.21,,2109.92,,,2738.31,2021.56,,7124.02,,547.6,,,8200.4625,1678.715,1351.61,882.0325,,425.9,3763.7,,,2555.34,16999.05,1881.4,,4238.1,9245.95,1393.99,,2146.73,,,2760.54,2021.56,,7166.62,,550.53,,,8279.55,1683.805,1356.2875000000001,887.42,,425.9,834975040.0,,,11200100352.0,0.0,7111785984.0,,299303008.0,0.0,825371008.0,,63104468.0,,,27930044.0,10717514.0,,0.0,,5417163776.0,,,0.0,618139400.0,288231588.0,0.0,,0.0
2009-05-26,3788.4,,,2588.57,16991.56,1857.59,,4116.7,9310.81,1372.04,,2142.46,,,2734.07,2026.14,,7176.89,,542.69,,,8473.49,1750.43,1412.61,910.33,,429.07,3788.4,,,2618.8,17283.89,1905.91,,4256.05,9379.78,1409.29,,2147.58,,,2754.32,2038.32,,7256.39,,554.69,,,8523.59,1751.47,1414.44,911.76,,429.07,3723.1,,,2585.91,16977.71,1852.02,,4092.25,9231.93,1361.58,,2120.63,,,2732.02,2020.14,,7161.8,,542.69,,,8194.33,1677.54,1350.95,881.46,,429.07,3736.2,,,2615.01,17050.34,1891.18,,4239.55,9364.22,1407.58,,2120.63,,,2740.2,2032.88,,7181.28,,553.17,,,8275.33,1677.72,1351.13,887.0,,429.07,1024477952.0,,,11451499520.0,0.0,9104109568.0,,308740000.0,0.0,684649024.0,,46435472.0,,,38136324.0,10675496.0,,0.0,,3940634112.0,,,0.0,662769152.0,313559424.0,0.0,,0.0
2009-05-27,3801.1,,,2632.93,17885.27,1892.84,,4276.05,9438.77,1362.02,,2156.04,,,2769.78,2060.06,,7188.84,,555.41,,,8300.02,1731.08,1401.88,893.06,,429.98,3836.9,,,2635.31,17984.02,1902.08,,4286.45,9491.13,1396.77,,2166.45,,,2770.96,2063.35,,7268.87,,556.43,,,8534.66,1768.22,1428.81,913.84,,429.98,3798.5,,,2592.79,17347.89,1858.41,,4115.25,9411.54,1360.3,,2142.46,,,2734.07,2026.14,,7164.53,,548.94,,,8280.82,1728.96,1398.42,891.87,,429.98,3798.9,,,2601.24,17395.61,1858.41,,4117.3,9426.62,1394.74,,2142.46,,,2734.07,2026.14,,7203.69,,553.54,,,8473.65,1745.56,1408.59,909.95,,429.98,1378563968.0,,,10316800000.0,0.0,7319620096.0,,353500000.0,0.0,786694016.0,,72337720.0,,,56016936.0,33003860.0,,0.0,,4987363840.0,,,0.0,663339712.0,297970880.0,0.0,,0.0
2009-05-28,3755.7,,,2650.6,18028.135000000002,1902.88,,4337.1,9451.39,1392.17,,2210.79,,,2721.98,2036.07,,7288.13,,555.43,,,8403.8,1751.79,1420.31,906.83,,420.56,3783.2,,,2653.592,18105.905,1904.62,,4354.85,9492.66,1392.17,,2218.13,,,2769.51,2060.06,,7303.07,,557.94,,,8463.7,1754.95,1423.81,909.45,,420.56,3737.3,,,2607.912,17590.815000000002,1878.47,,4254.85,9353.33,1345.1,,2156.04,,,2720.03,2035.41,,7225.07,,552.14,,,8221.65,1714.48,1389.76,887.6,,420.56,3782.5,,,2614.672,17711.77,1892.74,,4276.15,9353.33,1355.89,,2156.04,,,2769.51,2060.06,,7225.07,,553.04,,,8300.5,1744.23,1411.42,892.96,,420.56,1141391872.0,,,11212640051.2,0.0,6196951552.0,,460440000.0,0.0,657878016.0,,43543180.0,,,51171688.0,31823252.0,,0.0,,3402246912.0,,,0.0,683580352.0,291909760.0,0.0,,0.0
2009-05-29,3818.0,,,2668.27,18171.0,1916.83,,4448.95,9522.5,1395.89,,2215.96,,,2764.17,2082.21,,7276.61,,560.41,,,8500.33,1774.33,1435.57,919.14,,416.94,3822.8,,,2671.874,18227.79,1941.79,,4488.05,9522.5,1398.44,,2231.52,,,2764.35,2082.74,,7367.2,,569.55,,,8541.27,1774.33,1435.57,920.02,,416.94,3771.2,,,2623.034,17833.74,1903.19,,4340.75,9426.52,1380.68,,2209.59,,,2721.98,2036.07,,7256.91,,560.41,,,8323.91,1742.99,1411.68,903.56,,416.94,3774.2,,,2628.104,18027.93,1903.19,,4340.75,9478.21,1393.25,,2210.79,,,2721.98,2036.07,,7291.37,,562.03,,,8404.04,1756.26,1421.11,907.02,,416.94,1667129088.0,,,12108480102.4,0.0,12844912640.0,,506796000.0,0.0,549745984.0,,29244336.0,,,56905184.0,26399692.0,,0.0,,4466126848.0,,,0.0,946597184.0,394724544.0,0.0,,0.0
2009-06-01,3894.4,,,2721.28,18888.59,1998.58,,4529.9,9677.75,1415.1,,2209.52,,,2796.4425,2079.9975000000004,,7210.34,,579.98,,,8721.44,1828.68,1477.12,942.87,,430.67,3895.0,,,2726.72,18895.8,1998.58,,4545.4,9691.73,1415.1,,2225.04,,,2796.4874999999997,2092.3999999999996,,7328.46,,579.98,,,8797.58,1833.18,1482.19,947.77,,430.67,3810.2,,,2668.4,18415.41,1917.45,,4450.4,9491.26,1384.45,,2201.13,,,2753.6225,2063.5425,,7194.23,,567.15,,,8501.53,1792.8,1446.97,923.26,,430.67,3826.4,,,2668.4,18499.92,1917.45,,4450.4,9517.49,1394.92,,2215.96,,,2753.6225,2070.675,,7289.14,,568.9,,,8501.53,1796.09,1451.37,923.26,,430.67,1268192768.0,,,14796000256.0,0.0,9061054464.0,,464256000.0,0.0,558960000.0,,13438565.0,,,60915170.0,30431497.0,,0.0,,4982507008.0,,,0.0,947404160.0,394745760.0,0.0,,0.0
2009-06-02,3955.3,,,2724.3,18389.08,1998.64,,4525.25,9704.31,1412.85,,2184.04,,,2807.2,2079.26,,7125.11,,574.3,,,8740.87,1836.8,1480.31,944.74,,445.51,3966.6,,,2750.88,18916.61,2043.95,,4586.4,9793.47,1437.76,,2214.26,,,2807.2,2095.62,,7231.03,,585.28,,,8832.16,1846.65,1493.8,949.38,,445.51,3912.2,,,2713.47,18300.62,1991.96,,4451.3,9704.31,1411.62,,2180.84,,,2764.17,2072.7,,7086.87,,572.24,,,8635.25,1815.83,1466.28,938.46,,445.51,3912.2,,,2739.44,18916.61,1999.2,,4530.45,9774.55,1437.15,,2209.52,,,2764.17,2082.21,,7210.29,,580.72,,,8721.6,1821.22,1470.3,942.87,,445.51,1556154240.0,,,15635600384.0,0.0,11753150464.0,,396327008.0,0.0,705294016.0,,9296064.0,,,62251832.0,31775432.0,,0.0,,6598819840.0,,,0.0,728006016.0,293456416.0,0.0,,0.0
2009-06-03,4017.2,,,2778.59,18576.47,2010.91,,4530.7,9741.67,1414.89,,2183.47,,,2840.63,2077.11,,6989.94,,582.25,,,8675.24,1825.92,1475.44,931.76,,446.0,4017.2,,,2778.68,18967.39,2027.69,,4574.9,9774.55,1427.05,,2203.37,,,2840.63,2082.87,,7184.31,,588.15,,,8750.83,1828.09,1476.98,942.51,,446.0,3945.9,,,2717.86,18508.3,1993.08,,4478.6,9718.7,1402.76,,2173.47,,,2800.08,2069.41,,6964.42,,578.44,,,8556.9,1806.51,1459.59,923.85,,446.0,3951.5,,,2722.27,18616.94,1999.16,,4525.5,9723.82,1423.8,,2184.04,,,2807.2,2079.26,,7149.07,,582.27,,,8740.07,1825.6,1472.25,942.51,,446.0,1617594496.0,,,15568199680.0,0.0,5629427200.0,,415830016.0,0.0,731508992.0,,8898919.0,,,46753436.0,20698708.0,,0.0,,5960949248.0,,,0.0,675448832.0,291613568.0,0.0,,0.0
2009-06-04,3934.6,,,2767.24,18502.77,2032.72,,4572.65,9668.96,1378.14,,2139.34,,,2815.71,2047.85,,6878.14,,593.6,,,8750.24,1850.02,1492.74,942.46,,456.87,3995.0,,,2778.24,18522.39,2033.05,,4582.2,9743.46,1411.11,,2183.69,,,2841.43,2079.2,,7017.08,,593.6,,,8802.59,1850.04,1493.66,942.47,,456.87,3926.4,,,2728.2,18108.8,1989.79,,4453.45,9654.45,1375.94,,2138.2,,,2815.71,2047.85,,6857.39,,578.49,,,8609.17,1825.62,1476.28,929.32,,456.87,3993.3,,,2753.25,18417.9,2010.81,,4530.3,9690.93,1410.24,,2183.47,,,2840.63,2077.11,,6988.65,,582.76,,,8665.72,1829.84,1476.28,932.49,,456.87,1555325696.0,,,17087899648.0,0.0,5777679872.0,,424051008.0,0.0,583310976.0,,27142560.0,,,64247488.0,33686688.0,,0.0,,5874950144.0,,,0.0,743615936.0,254532032.0,0.0,,0.0
2009-06-05,3971.2,,,2753.89,18679.53,2078.93,,4586.9,9768.01,1394.71,,2178.11,,,2834.51,2071.64,,6894.62,,604.57,,,8763.13,1849.42,1493.21,940.09,,476.81,4021.3,,,2791.65,18722.49,2078.93,,4636.85,9774.98,1394.71,,2185.76,,,2843.75,2074.64,,6978.49,,605.34,,,8900.48,1865.95,1505.77,951.69,,476.81,3937.8,,,2750.38,18406.86,2033.03,,4561.95,9719.14,1373.24,,2128.38,,,2815.71,2047.85,,6850.67,,595.47,,,8673.41,1834.63,1479.22,934.13,,476.81,3937.8,,,2783.86,18674.48,2033.03,,4573.3,9752.51,1392.63,,2139.34,,,2815.71,2047.85,,6879.38,,596.54,,,8751.75,1864.02,1503.78,945.67,,476.81,1537798272.0,,,14664800256.0,0.0,7551420928.0,,409907008.0,0.0,511500992.0,,31716020.0,,,42775484.0,12231472.0,,0.0,,5780399104.0,,,0.0,662095168.0,285499104.0,0.0,,0.0
2009-06-08,3943.975,,,2768.34,18253.39,2056.65,,4429.9,9865.63,1393.3,,2200.47,,,2816.62,2071.78,,6892.0,,600.03,,,8764.49,1842.4,1488.49,939.14,,499.45,4002.25,,,2795.15,18636.15,2099.08,,4611.4,9914.07,1411.27,,2214.3,,,2835.41,2072.5,,6969.89,,609.88,,,8832.13,1857.8,1499.96,946.33,,499.45,3935.625,,,2729.03,18236.05,2052.03,,4404.65,9816.17,1387.41,,2178.11,,,2814.19,2058.05,,6805.9,,595.39,,,8593.84,1818.59,1467.13,926.44,,499.45,3953.85,,,2753.34,18521.79,2079.77,,4582.35,9829.28,1394.23,,2178.11,,,2834.51,2071.64,,6922.59,,603.38,,,8759.35,1836.87,1482.21,938.12,,499.45,1462950528.0,,,13323100160.0,0.0,8569411072.0,,370092992.0,0.0,516708000.0,,16522625.0,,,23237934.0,8121450.0,,0.0,,5866008064.0,,,0.0,576183936.0,239437200.0,0.0,,0.0
2009-06-09,3934.9,,,2787.89,18058.49,2093.29,,4550.95,9786.82,1371.84,,2192.79,,,2822.4,2068.3,,7086.78,,607.73,,,8763.06,1860.13,1501.55,942.43,,508.48,3995.9,,,2788.37,18475.51,2096.93,,4562.45,9855.89,1410.0,,2212.81,,,2822.4,2071.78,,7103.32,,608.0,,,8854.8,1869.52,1509.57,946.92,,508.48,3934.9,,,2721.85,17710.45,2057.03,,4365.1,9755.81,1371.52,,2187.14,,,2810.72,2062.44,,6903.35,,598.62,,,8688.99,1846.26,1489.22,936.15,,508.48,3959.2,,,2766.51,18450.64,2057.07,,4427.75,9824.17,1406.66,,2200.47,,,2816.62,2071.78,,6916.72,,601.62,,,8764.83,1850.48,1495.04,940.35,,508.48,1438001280.0,,,13260199936.0,0.0,6589480960.0,,414283008.0,0.0,485671008.0,,9267189.0,,,26702410.0,10073495.0,,0.0,,3945566976.0,,,0.0,606877120.0,258747504.0,0.0,,0.0
2009-06-10,4024.4,,,2816.25,18785.66,2108.81,,4655.25,9991.49,1414.88,,2202.43,,,2827.97,2063.76,,7047.25,,624.55,,,8739.02,1853.08,1495.27,939.15,,490.91,4024.4,,,2820.57,18789.85,2116.17,,4688.95,9991.49,1414.88,,2209.14,,,2831.06,2070.36,,7159.21,,624.55,,,8871.36,1872.7,1509.43,949.77,,490.91,3951.4,,,2790.0,18258.16,2094.14,,4551.7,9813.77,1376.46,,2188.71,,,2814.76,2060.58,,7031.56,,611.31,,,8625.21,1827.61,1473.88,927.97,,490.91,3952.4,,,2796.9,18339.91,2094.14,,4551.7,9833.64,1379.61,,2192.79,,,2822.4,2068.3,,7101.43,,613.44,,,8763.66,1872.01,1509.43,942.73,,490.91,1521167104.0,,,14526699520.0,0.0,12471077888.0,,392190016.0,0.0,501867008.0,,7790012.0,,,30950448.0,12149892.0,,0.0,,5729492992.0,,,0.0,672995328.0,275488832.0,0.0,,0.0
2009-06-11,4047.2,,,2797.32,18791.03,2089.59,,4637.7,9981.33,1419.39,,2220.11,,,2796.54,2051.49,,7091.96,,627.07,,,8770.92,1862.37,1497.01,944.89,,503.7,4053.0,,,2828.74,18883.24,2112.84,,4679.55,10022.23,1435.28,,2225.05,,,2827.97,2071.39,,7125.61,,633.25,,,8911.11,1879.92,1511.94,956.23,,503.7,4019.2,,,2787.45,18564.87,2077.45,,4586.15,9958.98,1407.5,,2201.99,,,2796.54,2051.49,,7034.48,,624.01,,,8697.99,1854.75,1493.16,939.04,,503.7,4021.5,,,2812.28,18578.89,2108.5,,4657.4,9992.98,1411.92,,2202.43,,,2827.97,2063.76,,7063.25,,624.1,,,8736.23,1854.75,1494.07,939.04,,503.7,1417746176.0,,,13411500032.0,0.0,14803913728.0,,391598016.0,0.0,490784000.0,,10369837.0,,,29183916.0,7236007.0,,0.0,,6576294912.0,,,0.0,677680576.0,279333504.0,0.0,,0.0
2009-06-12,4062.2,,,2743.76,18889.68,2090.94,,4583.4,10135.82,1428.59,,2254.62,,,2809.82,2059.65,,7059.48,,628.55,,,8799.26,1858.8,1489.97,946.21,,497.75,4079.4,,,2812.68,19161.97,2106.98,,4693.2,10170.82,1436.23,,2264.92,,,2809.82,2065.57,,7138.17,,638.05,,,8850.95,1858.8,1489.97,946.3,,497.75,4037.5,,,2722.22,18707.19,2073.34,,4566.15,10050.96,1416.5,,2220.11,,,2794.26,2051.49,,7039.62,,623.98,,,8671.61,1833.39,1470.2,935.66,,497.75,4044.9,,,2793.97,19034.79,2089.79,,4637.55,10088.21,1428.87,,2220.11,,,2796.54,2051.49,,7129.24,,635.5,,,8770.01,1852.43,1488.73,943.44,,497.75,1586226560.0,,,12769500160.0,0.0,8455152128.0,,351580000.0,0.0,508571008.0,,19380744.0,,,39952704.0,9022266.0,,0.0,,3820145920.0,,,0.0,556533760.0,227053120.0,0.0,,0.0
2009-06-15,4031.7,,,2789.55,18498.96,2069.88,,4484.0,10039.67,1412.42,,2286.12,,,2825.16,2080.39,,6953.09,,611.92,,,8612.13,1816.38,1456.96,923.72,,478.01,4058.8,,,2790.98,18872.74,2100.77,,4601.05,10126.55,1427.75,,2291.09,,,2826.71,2080.39,,7100.19,,631.01,,,8798.5,1838.33,1473.07,942.45,,478.01,4031.7,,,2727.74,18433.3,2060.62,,4469.6,10029.59,1401.19,,2254.57,,,2809.53,2059.1,,6937.76,,606.15,,,8540.87,1803.07,1445.3,919.65,,478.01,4048.8,,,2743.03,18712.06,2090.74,,4584.65,10126.55,1427.75,,2254.62,,,2809.82,2059.65,,7056.8,,626.5,,,8798.5,1837.94,1472.77,942.45,,478.01,1659050624.0,,,10622499840.0,0.0,6047301120.0,,322454016.0,0.0,434553984.0,,28932940.0,,,26463624.0,7110936.0,,0.0,,3376688896.0,,,0.0,639238272.0,266983232.0,0.0,,0.0
2009-06-16,3962.5,,,2776.02,18165.5,2030.37,,4517.8,9752.88,1399.15,,2292.41,,,2786.15,2062.95,,6872.96,,596.54,,,8504.67,1796.18,1443.25,911.97,,456.6,4016.1,,,2797.48,18314.96,2069.46,,4537.95,9941.5,1410.01,,2295.72,,,2825.16,2080.39,,6949.23,,602.17,,,8688.69,1831.18,1469.16,928.0,,456.6,3953.6,,,2753.69,17859.74,1995.57,,4405.95,9752.88,1389.33,,2270.4,,,2784.88,2058.12,,6847.16,,593.39,,,8483.58,1795.55,1442.81,911.6,,456.6,4014.4,,,2762.74,18235.97,2069.46,,4478.1,9914.4,1394.7,,2286.12,,,2825.16,2080.39,,6949.23,,602.14,,,8612.44,1825.2,1463.46,925.6,,456.6,1274033024.0,,,10338299904.0,0.0,7634565120.0,,320008992.0,0.0,473880992.0,,25699956.0,,,26134848.0,6756930.0,,0.0,,3516333056.0,,,0.0,637425600.0,276610720.0,0.0,,0.0
