,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2013-09-18,5238.1,1519.12,8480.74,2191.85,23117.45,4463.25,19962.16,5899.45,14505.36,2006.2183333333332,1720.4033333333332,5700.74,,1771.4,4703.83,2745.4,6333.96,22930.06,3193.85,1439.13,,8209.18,15676.94,3783.64,3231.31,1725.52,,531.63,5254.5,1519.12,8524.34,2195.9,23214.68,4505.08,20013.33,5916.9,14625.97,2010.2883333333334,1726.7566666666667,5713.72,,1774.78,4711.5,2753.29,6349.71,23110.52,3204.39,1451.77,,8263.05,15709.58,3790.7,3235.72,1729.44,,536.68,5227.7,1519.12,8405.23,2172.04,23080.59,4448.08,19775.29,5840.2,14396.41,1994.3866666666665,1710.4033333333334,5684.02,,1769.69,4695.67,2742.84,6311.58,22818.17,3189.6,1431.87,,8209.18,15470.16,3737.69,3190.01,1700.35,,530.54,5251.2,1519.12,8463.02,2185.94,23213.79,4501.96,19865.99,5872.75,14411.55,2007.8783333333333,1724.4066666666668,5705.63,,1772.51,4698.03,2752.32,6343.82,23067.05,3195.03,1443.8,,8248.18,15533.03,3751.29,3198.45,1705.74,,536.15,655820800.0,0.0,10502.0,11511199744.0,1278220032.0,4909933056.0,9255.0,153584992.0,155852.0,262141666.66666666,33453.166666666664,40455680.0,,108065800.0,38351396.0,12387999.0,77633.0,0.0,223700992.0,8278171136.0,,1853285.0,145404800.0,413283456.0,167512416.0,0.0,,13243.0
2013-09-19,5295.6,1512.43,8528.45,2197.688,23502.51,4670.73,20646.64,6115.55,14766.18,2006.8566666666666,1720.1966666666665,5757.42,,1792.91,4753.03,2772.39,6511.7,23456.98,3251.78,1489.06,,8225.91,15636.55,3789.38,3237.61,1722.34,,533.83,5300.1,1512.43,8563.99,2201.3340000000003,23554.34,4791.77,20739.69,6142.5,14766.18,2011.2666666666667,1726.5933333333335,5764.715,,1793.94,4754.65,2774.68,6587.48,23503.24,3260.14,1494.27,,8269.046,15695.89,3798.16,3245.12,1729.86,,537.04,5238.2,1512.43,8424.967999999999,2177.3,23469.03,4576.57,20347.3,6040.15,14581.79,1994.4633333333334,1709.3866666666668,5692.38,,1787.38,4703.83,2745.4,6511.7,22966.74,3241.79,1479.25,,8211.612000000001,15625.45,3781.59,3231.68,1720.2,,532.88,5238.2,1512.43,8471.2,2188.6240000000003,23549.89,4576.57,20354.73,6044.15,14680.4,2006.4466666666667,1721.8933333333334,5704.525,,1790.41,4703.83,2745.4,6527.07,22978.66,3255.68,1486.87,,8243.904,15677.86,3794.7,3240.93,1727.34,,532.88,1119779840.0,0.0,11037.8,11872459776.0,2179790080.0,8323665408.0,18255.0,287192000.0,174626.0,259621333.33333334,34036.333333333336,40172124.0,,225940192.0,43871752.0,19543840.0,277190.0,0.0,338612000.0,14010699776.0,,1937604.4,116281200.0,388053632.0,148982288.0,0.0,,14035.0
2013-09-20,5276.7,1501.21,8576.16,2203.526,23469.767499999998,4583.83,20263.71,6012.1,14742.42,2007.495,1719.9899999999998,5814.1,,1801.83,4730.38,2779.47,6424.45,23595.61,3237.53,1486.76,,8242.64,15451.09,3774.73,3224.73,1709.91,,537.57,5295.5,1501.21,8603.64,2206.768,23532.4225,4669.72,20677.99,6130.95,14816.65,2012.245,1726.43,5815.71,,1805.15,4756.84,2779.47,6543.96,23663.2,3252.12,1487.91,,8275.042,15654.77,3798.76,3248.52,1725.23,,537.57,5268.8,1501.21,8444.706,2182.56,23424.579999999998,4576.32,20051.43,5932.85,14702.25,1994.54,1708.37,5700.74,,1794.89,4727.28,2772.04,6424.45,23407.99,3230.04,1473.52,,8214.044,15448.09,3774.11,3224.73,1708.89,,532.27,5295.5,1501.21,8479.380000000001,2191.308,23516.1625,4655.52,20616.35,6104.55,14801.64,2005.0149999999999,1719.38,5703.42,,1796.06,4753.03,2772.39,6506.98,23471.78,3251.96,1483.7,,8239.628,15635.09,3796.28,3244.43,1722.44,,533.83,1202889216.0,0.0,11573.6,12233719808.0,2013485056.0,4387710976.0,13536.0,318644992.0,162476.0,257101000.0,34619.5,39888568.0,,180599392.0,53175068.0,22962472.0,128996.0,0.0,211632000.0,9819131904.0,,2021923.8,379652512.0,965151040.0,375707200.0,0.0,,62592.0
2013-09-23,5252.5,1467.55,8719.29,2221.04,23371.54,4562.86,19900.96,5889.75,14735.0625,2009.41,1719.37,5782.85,,1796.36,4701.37,2762.59,6477.94,23639.97,3214.25,1436.68,,8292.83,15401.38,3765.29,3219.34,1701.84,,540.25,5276.7,1467.55,8722.59,2223.07,23466.67,4562.86,20199.81,5989.4,14779.9525,2015.18,1725.94,5831.03,,1800.3,4730.45,2779.47,6477.94,23680.37,3220.73,1473.67,,8293.03,15466.95,3787.14,3243.43,1711.44,,540.25,5227.4,1467.55,8503.92,2198.34,23291.23,4512.2,19826.3,5871.4,14631.015,1994.77,1705.32,5782.85,,1793.28,4688.09,2757.65,6395.37,23516.08,3203.08,1433.14,,8221.34,15368.25,3745.54,3205.5,1697.1,,534.19,5276.7,1467.55,8503.92,2199.36,23414.98,4526.8,20060.82,5945.8,14669.94,2000.72,1711.84,5815.5,,1795.79,4730.38,2779.47,6428.5,23585.26,3219.8,1473.11,,8226.8,15452.31,3786.84,3242.32,1711.44,,535.47,509901920.0,0.0,13181.0,13317499904.0,1514569984.0,3482981376.0,11076.0,188323008.0,126830.75,249540000.0,36369.0,22740786.0,,125943600.0,35542980.0,14145893.0,80858.0,0.0,152755008.0,9295336448.0,,2274882.0,94919696.0,412329984.0,150555776.0,0.0,,13947.0
2013-09-24,5234.2,1471.92,8664.8,2207.53,23179.04,4460.41,19920.21,5892.45,14732.61,2007.1,1720.24,5794.47,,1792.48,4710.59,2761.78,6461.38,23088.49,3211.75,1417.77,,8299.12,15334.59,3768.25,3218.66,1697.42,,543.23,5252.5,1471.92,8718.27,2219.54,23324.38,4574.58,20050.42,5938.4,14767.72,2011.11,1724.3,5805.3,,1792.48,4720.42,2771.34,6472.21,23726.9,3229.61,1441.73,,8310.94,15433.75,3789.85,3236.84,1707.63,,544.37,5217.9,1471.92,8564.83,2187.24,23102.25,4443.41,19782.78,5854.55,14607.27,1990.36,1703.29,5778.14,,1785.41,4693.32,2758.2,6440.74,23027.22,3207.02,1416.43,,8265.55,15327.14,3753.04,3209.39,1694.9,,539.43,5252.5,1471.92,8718.16,2219.47,23324.38,4548.55,19820.03,5855.0,14626.04,2001.51,1710.84,5782.96,,1790.78,4701.37,2762.59,6469.64,23680.39,3213.57,1430.54,,8295.5,15402.54,3771.6,3226.23,1702.6,,539.43,491863584.0,0.0,15975.0,16041499648.0,1558380032.0,4098430976.0,10712.0,187578000.0,114949.0,309360000.0,29734.0,86556632.0,,129269296.0,35877604.0,17213350.0,70046.0,0.0,203840992.0,7831676928.0,,2283177.0,85428304.0,411176896.0,172173120.0,0.0,,22877.0
2013-09-25,5275.9,1462.54,8613.71,2198.52,23209.63,4406.77,19856.24,5873.85,14620.53,1998.06,1709.85,5783.62,,1784.06,4764.72,2765.65,6420.42,23060.9,3208.58,1436.9,,8283.9,15273.26,3761.1,3208.55,1692.77,,545.83,5283.8,1462.54,8707.5,2217.97,23281.61,4443.37,19978.49,5910.55,14737.98,2006.88,1719.42,5806.52,,1791.18,4768.53,2769.16,6454.9,23219.35,3232.34,1436.9,,8285.28,15372.48,3782.92,3226.62,1701.71,,549.39,5230.5,1462.54,8587.37,2193.72,23154.84,4353.22,19658.74,5811.1,14620.53,1988.87,1701.94,5780.8,,1783.15,4705.84,2747.35,6414.57,22794.64,3200.56,1413.63,,8253.43,15253.16,3754.94,3202.75,1691.88,,542.35,5234.2,1462.54,8642.49,2206.22,23192.71,4390.24,19947.43,5901.55,14713.03,2004.53,1716.8,5794.99,,1788.06,4710.59,2761.78,6454.9,23093.72,3219.03,1421.06,,8283.6,15339.02,3772.59,3221.2,1698.02,,542.38,558598208.0,0.0,15058.0,16021300224.0,1340230016.0,3445498112.0,13857.0,200162000.0,151019.0,294752992.0,29413.0,71904928.0,,137030592.0,43101008.0,22473796.0,63681.0,0.0,165667008.0,6574787072.0,,2257072.0,81886096.0,396655520.0,142198464.0,0.0,,30617.0
2013-09-26,5294.5,1464.31,8439.47,2155.81,23125.03,4405.89,19893.85,5882.25,14799.12,2007.32,1718.38,5786.16,,1774.16,4765.47,2763.36,6407.46,22780.82,3194.31,1424.76,,8184.68,15328.3,3787.43,3234.04,1698.67,,545.83,5294.5,1464.31,8612.33,2192.23,23224.36,4470.25,19997.28,5917.65,14799.12,2007.32,1718.38,5788.35,,1784.96,4765.71,2767.47,6426.79,23136.01,3202.69,1440.53,,8290.1,15387.19,3795.72,3240.99,1703.85,,547.58,5249.3,1464.31,8415.43,2154.72,23043.89,4395.81,19826.99,5864.1,14410.52,1991.1,1703.27,5771.2,,1774.16,4739.77,2759.65,6370.34,22516.64,3183.26,1424.28,,8184.68,15274.42,3772.8,3221.17,1693.11,,542.6,5275.9,1464.31,8578.14,2192.23,23192.7,4402.95,19853.66,5872.8,14553.06,1992.1,1704.06,5783.71,,1784.3,4764.72,2765.65,6420.19,23106.97,3198.45,1425.2,,8290.1,15274.42,3774.95,3222.98,1694.05,,545.42,471279072.0,0.0,13693.0,14041499648.0,1574960000.0,3713120000.0,14939.0,220590000.0,156648.0,255552992.0,25385.0,87152360.0,,125821104.0,41925912.0,16531204.0,80302.0,0.0,169919008.0,7336580096.0,,2068804.0,79053000.0,391053920.0,141782464.0,0.0,,18274.0
2013-09-27,5307.1,1458.3625,8472.29,2160.03,23207.04,4423.72,19727.27,5833.2,14760.07,2011.8,1719.96,5808.62,,1776.16,4782.68,2769.91,6379.81,22387.31,3210.18,1417.49,,8230.68,15258.24,3781.59,3230.3,1691.75,,545.49,5314.3,1458.3625,8515.14,2165.78,23340.18,4452.88,19981.57,5909.2,14817.5,2016.34,1725.22,5822.43,,1781.61,4783.97,2771.12,6462.61,22929.65,3220.3,1435.88,,8244.86,15317.45,3788.35,3235.29,1695.52,,547.56,5294.5,1458.3625,8425.62,2149.59,23118.84,4412.28,19674.38,5819.3,14699.21,2008.25,1718.08,5786.16,,1775.35,4764.13,2762.52,6379.81,22317.18,3206.48,1413.51,,8207.72,15211.81,3762.67,3210.8,1687.11,,543.33,5294.5,1458.3625,8442.14,2150.96,23199.09,4436.76,19951.73,5905.55,14803.99,2012.26,1722.88,5787.82,,1775.78,4765.47,2763.36,6407.99,22858.3,3210.25,1433.14,,8222.13,15317.45,3767.89,3217.44,1695.52,,544.55,567079104.0,0.0,11238.0,10540199936.0,1487480064.0,2654458624.0,11795.0,163068000.0,162124.0,282342016.0,27530.0,72080744.0,,108505400.0,45409448.0,18598754.0,81946.0,0.0,160284992.0,10132554752.0,,2154873.0,95662096.0,378983136.0,150699456.0,0.0,,16882.0
2013-09-30,5218.9,1440.52,8514.57,2174.66,22859.86,4316.18,19379.77,5735.3,14455.8,1996.96,1706.68,5803.32,,1768.62,4736.39,2752.72,6191.8,21832.68,3167.87,1383.16,,8173.87,15129.67,3771.48,3218.2,1681.55,,551.56,5307.1,1440.52,8544.74,2176.3,22986.95,4403.38,19651.31,5810.2,14619.24,2005.41,1716.74,5816.02,,1781.84,4782.68,2770.59,6359.44,22149.16,3201.84,1399.27,,8204.4,15249.82,3780.97,3229.45,1687.26,,551.56,5218.9,1440.52,8461.66,2165.16,22845.44,4313.28,19320.73,5718.5,14425.82,1994.22,1704.64,5799.86,,1762.3,4735.97,2752.1,6191.8,21669.63,3167.87,1381.26,,8137.11,15086.71,3734.74,3186.86,1674.99,,545.43,5307.1,1440.52,8485.65,2167.73,22946.74,4385.51,19643.89,5801.05,14530.62,2002.02,1710.88,5809.44,,1775.28,4782.68,2769.91,6359.44,22149.16,3195.84,1398.77,,8174.86,15249.82,3737.6,3190.4,1687.26,,546.1,561519680.0,0.0,10704.0,9281000448.0,1573030016.0,3056890112.0,10011.0,155675008.0,157293.0,292784000.0,29665.0,75028144.0,,202544800.0,108991360.0,85572072.0,57185.0,0.0,314512992.0,7368530944.0,,1885849.0,122325504.0,517558432.0,179393088.0,0.0,,24861.0
2013-10-01,5206.8,1435.02,8535.44,2177.6025,22922.17,4345.9,19517.15,5780.05,14484.72,1998.87,1712.45,5780.83,,1769.03,4743.87,2749.07,6197.84,21980.42,3181.5,1408.19,,8187.02,15191.7,3817.98,3253.05,1695.0,,549.63,5243.1,1435.02,8565.02875,2179.2650000000003,23062.905,4379.68,19532.91,5786.45,14642.97,2012.52,1723.42,5803.32,,1770.34,4743.87,2752.91,6251.2,22018.76,3198.5,1410.98,,8222.38,15208.4,3817.98,3254.33,1696.55,,555.21,5201.8,1435.02,8461.64875,2164.70125,22889.375,4314.96,19264.72,5700.95,14471.7,1991.22,1707.62,5777.27,,1759.66,4712.19,2741.07,6191.47,21497.19,3176.7,1381.88,,8172.79,15110.34,3774.18,3220.92,1682.07,,549.32,5218.9,1435.02,8488.0825,2168.2512500000003,22971.975,4314.96,19452.05,5756.1,14517.98,1997.62,1708.83,5802.98,,1766.37,4736.39,2752.72,6194.56,21782.03,3180.72,1389.17,,8173.99,15132.49,3774.18,3220.92,1682.41,,551.71,504449920.0,0.0,11307.0,9704750336.0,1508880000.0,3090899968.0,9242.0,159247008.0,152950.0,281272992.0,26074.0,73320328.0,,126219296.0,24090954.0,8601944.0,88519.0,0.0,177359008.0,7552390144.0,,2001274.0,82455200.0,427650688.0,140240240.0,0.0,,40195.0
2013-10-02,5215.6,1441.67,8556.31,2180.545,22984.48,4387.6,19709.61,5844.875,14170.49,1999.47,1719.39,5805.62,,1770.35,4768.87,2756.35,6362.26,22189.67,3152.58,1408.99,,8216.52,15133.14,3815.02,3253.26,1693.87,,552.73,5231.1,1441.67,8585.3175,2182.23,23138.86,4425.92,19731.075,5852.025,14569.2,2012.82,1728.12,5815.47,,1774.68,4770.92,2763.47,6380.81,22290.02,3193.62,1416.2,,8228.81,15182.65,3819.28,3256.71,1693.87,,554.16,5206.8,1441.67,8461.6375,2164.2425,22933.31,4372.01,19424.345,5751.825,14114.54,1999.02,1716.37,5780.83,,1769.45,4732.93,2745.24,6277.58,21985.83,3150.04,1401.64,,8204.34,15044.71,3788.45,3228.44,1680.34,,549.91,5206.8,1441.67,8490.515,2168.7725,22997.21,4372.01,19518.92,5787.6,14492.47,2012.07,1726.5,5781.36,,1769.97,4743.87,2749.07,6277.58,21985.83,3193.07,1410.53,,8215.96,15182.65,3793.11,3231.57,1691.9,,550.36,510555584.0,0.0,11910.0,10128500224.0,1444729984.0,3185434880.0,12468.0,179520000.0,173527.0,238252000.0,37058.0,74331776.0,,109131000.0,29885982.0,8078755.0,81788.0,0.0,229396992.0,6446721024.0,,2471249.0,86094200.0,389039232.0,137585248.0,0.0,,21525.0
2013-10-03,5234.9,1441.93,8577.18,2183.4874999999997,23214.4,4418.64,19902.07,5909.7,14157.25,1998.225,1720.1100000000001,5814.8,,1771.37,4770.22,2759.26,6387.65,22152.35,3144.79,1429.18,,8359.02,14996.48,3774.34,3213.83,1678.66,,549.58,5260.3,1441.93,8605.606249999999,2185.195,23241.5,4422.78,19929.24,5917.6,14219.89,2008.7350000000001,1729.525,5822.97,,1773.29,4770.56,2759.93,6418.15,22294.73,3155.06,1432.45,,8376.79,15127.23,3816.96,3254.91,1692.35,,552.66,5213.8,1441.93,8461.62625,2163.7837499999996,23126.99,4395.75,19583.97,5802.7,14082.31,1992.325,1714.07,5785.99,,1768.15,4743.36,2749.45,6300.2,22086.31,3135.6,1417.72,,8231.68,14947.03,3753.17,3197.36,1670.36,,548.44,5215.6,1441.93,8492.9475,2169.29375,23167.2,4396.52,19585.79,5819.1,14140.11,2005.995,1725.83,5790.28,,1770.02,4768.87,2756.35,6355.09,22190.49,3147.32,1418.26,,8231.68,15127.23,3809.9,3247.85,1692.35,,552.41,453704512.0,0.0,12513.0,10552250112.0,1216999936.0,2671040000.0,15694.0,199792992.0,145291.0,239659000.0,38843.5,112075352.0,,73213800.0,43949912.0,8815317.0,80721.0,0.0,138348000.0,9577342976.0,,3252796.0,91298800.0,432208800.0,158907856.0,0.0,,19124.0
2013-10-04,5208.0,1432.345,8598.05,2186.43,23138.54,4389.35,19915.95,5907.3,14024.31,1996.98,1720.83,5837.95,,1776.56,4759.38,2753.93,6390.48,22085.96,3138.08,1427.72,,8364.55,15072.58,3807.75,3242.57,1690.5,,552.07,5234.9,1432.345,8625.895,2188.16,23152.68,4412.17,20052.0,5950.45,14149.77,2004.65,1730.93,5850.41,,1779.02,4770.22,2760.62,6390.48,22331.51,3148.8,1430.8,,8376.06,15083.99,3812.86,3246.16,1691.94,,552.27,5197.7,1432.345,8461.615,2163.325,22983.47,4373.01,19833.17,5885.0,13944.27,1985.63,1711.77,5808.08,,1769.77,4751.41,2751.73,6331.93,22064.71,3131.14,1418.51,,8336.61,14972.33,3773.4,3212.01,1677.33,,548.63,5234.9,1432.345,8495.380000000001,2169.815,23051.55,4408.74,19870.0,5891.3,14029.73,1999.92,1725.16,5820.4,,1771.29,4770.22,2759.26,6388.02,22166.85,3134.24,1423.46,,8345.82,14994.68,3774.72,3214.05,1678.79,,549.74,412505216.0,0.0,13116.0,10976000000.0,1158819968.0,2708647424.0,12896.0,191468992.0,145325.0,241066000.0,40629.0,622167616.0,,91512600.0,23586216.0,11224940.0,55547.0,0.0,163119008.0,6754087936.0,,2566657.0,75101600.0,342501696.0,132682904.0,0.0,,17846.0
2013-10-07,5161.1,1403.59,8660.66,2195.2574999999997,22973.95,4374.96,19895.1,5906.15,13853.32,1994.42,1724.47,5867.1,,1776.82,4756.04,2752.81,6443.21,21864.85,3136.59,1414.62,,8333.66,14936.24,3770.38,3215.69,1676.12,,557.54,5214.2,1403.59,8686.76125,2197.055,23152.92,4409.77,19921.38,5912.0,14073.23,2002.61,1729.31,5871.12,,1780.27,4774.67,2760.32,6459.79,22104.37,3147.48,1432.73,,8361.5,15069.3,3800.08,3240.11,1687.15,,557.95,5146.1,1403.59,8461.58125,2161.9487499999996,22896.65,4357.46,19647.88,5825.85,13841.93,1991.02,1721.22,5837.95,,1773.56,4755.98,2752.71,6395.95,21842.51,3132.64,1414.27,,8323.79,14920.83,3769.75,3213.01,1674.7,,552.3,5208.0,1403.59,8502.6775,2171.37875,23152.92,4392.55,19880.94,5889.05,14057.79,1997.17,1723.92,5844.21,,1778.03,4759.38,2753.93,6395.95,22092.18,3146.05,1425.37,,8354.91,15069.3,3776.64,3215.76,1687.15,,552.55,0.0,0.0,14925.0,12247249664.0,1209769984.0,3091709952.0,12346.0,156388000.0,146097.0,249767008.0,32682.0,26153184.0,,77432400.0,24310592.0,15117104.0,81575.0,0.0,140127008.0,7202248192.0,,2777115.0,79619000.0,350755584.0,128639456.0,0.0,,22797.0
2013-10-08,5149.4,1372.61,8681.53,2198.2,23178.85,4432.51,19983.61,5928.4,13894.61,2002.76,1733.23,5897.05,,1777.5,4738.68,2739.09,6454.86,22080.47,3146.5,1434.06,,8375.65,14776.53,3694.83,3153.87,1655.45,,558.55,5165.6,1372.61,8707.05,2200.02,23228.69,4439.72,20150.27,5981.7,13929.64,2002.78,1733.23,5908.3,,1778.13,4756.04,2752.99,6455.99,22095.08,3152.44,1437.87,,8375.65,14938.04,3772.49,3217.15,1676.79,,560.36,5126.7,1372.61,8461.57,2161.49,22927.12,4358.02,19936.72,5913.0,13748.94,1981.21,1713.19,5866.65,,1771.32,4728.75,2738.22,6409.4,21846.37,3122.38,1411.11,,8311.59,14773.47,3694.14,3152.26,1655.03,,555.02,5161.1,1372.61,8505.11,2171.9,22988.22,4359.03,20094.21,5975.0,13794.74,1987.97,1718.59,5866.65,,1773.65,4756.04,2752.81,6444.43,21874.38,3125.29,1414.69,,8340.33,14938.04,3772.22,3217.15,1676.22,,557.83,587783552.0,0.0,15528.0,12670999552.0,1337049984.0,3636658944.0,10882.0,158528000.0,163682.0,329569984.0,41948.0,490327776.0,,112191200.0,26519706.0,13707468.0,52604.0,0.0,172434000.0,6401490944.0,,2581642.0,102691296.0,481565856.0,184908672.0,0.0,,29154.0
2013-10-09,5153.0,1384.22,8667.77,2211.77,23033.97,4457.44,20249.26,6007.45,14037.84,2002.08,1733.23,5909.95,,1769.12,4710.63,2720.69,6377.75,21657.22,3154.84,1434.66,,8344.73,14802.98,3677.78,3142.53,1656.4,,556.72,5157.9,1384.22,8675.59,2212.35,23065.67,4469.24,20277.74,6015.5,14037.84,2006.3899999999999,1737.19,5932.46,,1775.04,4738.68,2741.43,6443.57,22150.3,3162.74,1437.0,,8378.37,14852.5,3702.15,3161.76,1662.47,,558.99,5118.9,1384.22,8601.97,2185.18,22965.91,4409.62,19826.96,5877.1,13751.85,1989.435,1721.02,5896.05,,1769.12,4710.63,2719.2,6372.37,21632.32,3132.94,1427.45,,8330.79,14719.43,3650.03,3117.69,1646.47,,555.25,5144.8,1384.22,8645.63,2191.39,23002.08,4420.64,19918.2,5893.25,13789.89,1994.44,1724.98,5897.55,,1774.71,4738.68,2739.09,6443.57,22092.82,3135.72,1436.16,,8352.25,14778.19,3701.62,3161.35,1656.99,,558.24,479794208.0,0.0,11737.0,13087200256.0,1079529984.0,3999435520.0,10172.0,192036992.0,162095.0,276123992.0,36932.5,77051208.0,,97675000.0,35664564.0,15531973.0,96460.0,0.0,190084992.0,6950956032.0,,2605188.0,103191696.0,533370880.0,205202768.0,0.0,,17697.0
2013-10-10,5147.1,1387.94,8685.79,2190.93,22951.3,4486.68,20272.91,6020.95,14194.71,2001.4,1733.23,5957.37,,1775.92,4717.38,2724.56,6435.97,21674.98,3169.91,1451.91,,8347.05,15126.07,3760.75,3210.84,1692.56,,551.86,5153.0,1387.94,8727.14,2214.59,23084.1,4503.07,20323.77,6033.95,14200.31,2010.0,1741.15,5965.11,,1777.45,4727.15,2732.25,6443.0,21734.67,3176.77,1456.11,,8405.95,15126.07,3764.72,3216.03,1692.56,,557.46,5126.8,1387.94,8605.42,2186.48,22743.47,4477.46,20135.91,5979.8,14077.03,1997.66,1728.85,5909.24,,1768.64,4708.75,2720.52,6375.3,21476.32,3161.91,1436.57,,8340.080000000002,14806.39,3721.11,3178.67,1660.88,,551.86,5153.0,1387.94,8684.64,2214.4,23077.47,4481.26,20228.76,6001.05,14097.62,2000.91,1731.37,5910.48,,1769.12,4710.63,2720.69,6375.3,21653.31,3167.92,1437.81,,8379.85,14806.39,3721.58,3179.26,1660.88,,556.19,529167552.0,0.0,17051.0,14977599488.0,1350439936.0,3908083456.0,10354.0,159607008.0,143205.0,222678000.0,31917.0,70003200.0,,104285296.0,26465816.0,9949721.0,130628.0,0.0,213875008.0,8212902912.0,,2611909.5,106544800.0,437738208.0,174609728.0,0.0,,22758.0
2013-10-11,5230.9,1385.290909090909,8737.97,2228.15,23218.32,4519.91,20528.59,6096.2,14404.74,2024.9,1757.09,5947.42,,1785.75,4740.77,2732.36,6489.8,21775.39,3179.71,1457.78,,8349.37,15237.11,3791.87,3233.83,1703.2,,552.16,5239.6,1385.290909090909,8773.18,2228.87,23336.59,4543.73,20559.69,6107.6,14447.87,2028.11,1759.15,5969.82,,1788.99,4751.61,2739.41,6536.85,21944.85,3197.17,1469.59,,8433.53,15237.3,3794.37,3237.01,1703.44,,555.81,5147.1,1385.290909090909,8661.4,2200.53,23204.26,4506.85,20368.06,6046.4,14320.3,2012.66,1743.12,5946.56,,1783.53,4717.38,2724.44,6480.57,21711.66,3179.71,1453.6,,8349.37,15100.13,3751.38,3201.93,1688.52,,551.89,5147.1,1385.290909090909,8722.42,2201.41,23318.46,4523.93,20535.9,6104.85,14376.89,2018.01,1748.08,5958.47,,1788.88,4717.38,2724.56,6518.74,21711.66,3193.13,1468.83,,8407.45,15126.52,3753.22,3203.49,1691.09,,551.89,571838976.0,0.0,16727.0,15689199616.0,1360359936.0,3386487040.0,11676.0,180834000.0,169923.0,254286000.0,40340.0,59007356.0,,106338896.0,27203080.0,16895996.0,64226.0,0.0,176447008.0,7862581760.0,,2618631.0,85725000.0,408392128.0,161683440.0,0.0,,16841.0
2013-10-14,5207.9,1377.3436363636363,8760.1,2237.77,23306.97,4503.32,20607.54,6112.7,14432.34,2020.27,1753.59,5952.62,,1784.76,4734.17,2743.76,6442.7,21599.78,3165.25,1459.84,,8273.96,15301.26,3815.28,3256.02,1710.14,,551.48,5230.9,1377.3436363636363,8815.75,2242.98,23392.555,4537.3099999999995,20645.94,6124.1,14494.745,2026.79,1760.6,5969.8,,1788.53,4747.72,2747.93,6491.66,21815.17,3183.38,1461.42,,8343.65,15309.48,3816.41,3257.19,1711.03,,552.68,5186.8,1377.3436363636363,8707.32,2226.4,23260.5625,4493.368,20497.88,6082.9,14391.895,2019.65,1753.59,5947.03,,1775.11,4724.59,2725.58,6407.59,21596.11,3155.31,1443.2,,8269.16,15136.38,3766.28,3212.05,1692.13,,549.63,5230.9,1377.3436363636363,8736.76,2232.22,23379.4575,4526.258000000001,20534.61,6093.0,14476.925,2026.07,1758.28,5954.64,,1775.11,4740.77,2732.36,6491.66,21796.77,3180.69,1450.55,,8339.99,15231.33,3767.49,3213.38,1699.86,,551.29,399313472.0,0.0,15296.0,16598299648.0,1273292448.0,2874021068.8,8874.0,142174000.0,136665.75,220739008.0,28889.0,20939286.0,,73069904.0,28408772.0,14872483.0,31148.0,0.0,83318000.0,8153189888.0,,2278850.0,81424600.0,364003904.0,134521184.0,0.0,,11063.0
2013-10-15,5259.1,1374.6945454545455,8700.34,2233.41,23336.52,4497.79,20547.62,6089.05,14441.54,2040.96,1776.16,5961.98,,1788.065,4747.93,2748.77,6463.135,21621.94714285714,3169.6400000000003,1472.9,,8367.88,15168.01,3794.01,3244.66,1698.06,,553.9,5266.9,1374.6945454545455,8765.55,2240.25,23411.21,4535.17,20759.58,6156.3,14510.37,2045.5,1777.42,5972.58,,1792.005,4748.29,2752.18,6497.46,21838.62714285714,3184.51,1476.43,,8368.02,15301.91,3824.44,3269.97,1711.57,,553.9,5207.9,1374.6945454545455,8627.09,2221.14,23279.33,4488.874,20446.73,6056.55,14415.76,2033.84,1767.71,5946.96,,1780.605,4728.18,2737.2,6420.389999999999,21598.905714285716,3160.12,1466.2,,8320.48,15161.33,3789.68,3241.35,1695.93,,550.58,5207.9,1374.6945454545455,8756.82,2237.93,23399.79,4527.034000000001,20722.9,6147.55,14510.27,2034.69,1767.71,5952.21,,1781.475,4734.17,2743.76,6467.545,21770.9,3180.13,1469.35,,8320.48,15300.3,3810.72,3253.96,1709.17,,550.7,569761984.0,0.0,13716.0,15372300288.0,1244269952.0,2703199078.4,13554.0,218304000.0,125580.0,233624992.0,29508.0,49782060.0,,103566552.0,31311136.0,15673472.0,64009.0,0.0,142188504.0,9700081664.0,,2286865.0,91440400.0,432679712.0,167876064.0,0.0,,19915.0
