,Close,Close_Ret_MA_3,Sentiment,Close,Close_Ret_MA_3,Sentiment,Close,Close_Ret,Sentiment,Close,Close_Ret,Sentiment
Currency,LKR,LKR,,PKR,PKR,,BDT,BDT,,MNT,MNT,
Idx,CSE All-Share,CSE All-Share,,Karachi 100,Karachi 100,,,,,,,
11-07-2012,4868.39,-0.004087599,0,14380.46,0.001637011,1,82.05,0.000365764,1,1337.5,0,0
12-07-2012,4872.06,-0.003594196,0,14401.74,0.00051464,1,82.05,0,1,1337.5,0,0
13-07-2012,4867.52,-0.002587737,0,14332.29,-0.000972031,1,82.05,0,1,1337.5,0,0
16-07-2012,4880.1,0.000802159,0,14384.58,0.000101952,0,81.85,-0.002437538,0,1337.5,0,0
17-07-2012,4853.03,-0.001298128,0,14445.28,0.001015289,1,81.85,0,0,1337.5,0,0
18-07-2012,4822.64,-0.003074869,0,14596.59,0.006114301,1,81.85,0,0,1337.5,0,0
19-07-2012,4891.11,0.000796178,0,14568.21,0.00425007,1,81.85,0,0,1337.5,0,0
20-07-2012,4888.22,0.002448228,1,14564.48,0.002758125,1,81.875,0.000305437,1,1337.5,0,0
23-07-2012,4881.77,0.00409575,1,14527.25,-0.001585515,1,81.875,0,1,1337.5,0,0
24-07-2012,4874.36,-0.001142753,1,14512.07,-0.00128573,0,81.875,0,1,1337.5,0,0
25-07-2012,4883.88,-0.000294771,1,14564.68,8.04E-06,0,81.875,0,0,1337.5,0,0
26-07-2012,4876.19,-0.000379794,0,14553.29,0.000599432,0,81.875,0,0,1345,0.005607477,1
27-07-2012,4933.09,0.004015819,1,14526.41,0.000332075,1,81.695,-0.002198473,0,1348,0.002230483,1
30-07-2012,4935.51,0.003528314,1,14511.54,-0.001217562,0,81.9,0.002509333,1,1342.5,-0.004080119,1
31-07-2012,4944.86,0.004684649,1,14577,0.000546745,0,81.9,0,1,1342.5,0,0
01-08-2012,4952.455,0.001306979,1,14716.86,0.004360602,1,81.9,0,1,1340.5,-0.001489758,0
02-08-2012,4960.05,0.001654652,1,14730.67,0.005014613,1,81.9,0,0,1339.5,-0.00074599,0
03-08-2012,4931.47,-0.000897506,1,14676.43,0.002283611,1,81.9,0,0,1337.5,-0.001493094,0
06-08-2012,4928.5,-0.001610237,0,14673.77,-0.000974992,1,81.65,-0.003052503,0,1342.5,0.003738318,1
07-08-2012,4898.22,-0.004169383,0,14672.24,-0.001322541,0,81.65,0,0,1342.5,0,1
08-08-2012,4889.87,-0.002816938,0,14744.14,0.0015383,0,81.65,0,0,1352.5,0.00744879,1
09-08-2012,4851.88,-0.005205894,0,14759.59,0.001948006,1,81.65,0,0,1352.5,0,1
10-08-2012,4854.22,-0.002997179,0,14761.49,0.002025671,1,81.75,0.00122474,1,1357.5,0.003696858,1
13-08-2012,4846.45,-0.002962502,0,14911.97,0.003790232,1,81.75,0,1,1357.5,0,1
14-08-2012,4908.19,0.003873613,0,14941.445,0.004099808,1,81.75,0,1,1357.5,0,1
15-08-2012,4939.66,0.005850095,1,14970.92,0.004714465,1,81.75,0,0,1357.5,0,0
16-08-2012,4908.72,0.004295788,1,15000.08,0.001965692,1,81.75,0,0,1357.5,0,0
17-08-2012,4927.13,0.001299537,1,15011.57571,0.001562285,1,81.75,0,0,1357.5,0,0
20-08-2012,4949.46,0.000672977,1,15046.06286,0.001670508,1,81.75,0,0,1354.5,-0.002209945,0
21-08-2012,4945.13,0.002469225,1,15057.55857,0.001275927,1,81.75,0,0,1364.5,0.007382798,1
22-08-2012,5027.4,0.006764592,1,15069.05429,0.001274952,1,81.5,-0.003058104,0,1362.5,-0.001465738,1
23-08-2012,5038.15,0.00596667,1,15080.55,0.000763452,1,81.5,0,0,1367.5,0.003669725,1
24-08-2012,5012.84,0.004583728,1,15039.18,-0.000405649,1,81.5,0,0,1362.5,-0.003656307,0
27-08-2012,5073.1,0.003045248,1,15171.66,0.002276197,1,81.5,0,0,1367.5,0.003669725,1
28-08-2012,5102.65,0.0042741,1,15234.48,0.003402112,1,81.5,0,0,1367.5,0,1
29-08-2012,5114.15,0.0066999,1,15151.31,0.00249676,1,81.95,0.005521472,1,1367.5,0,1
30-08-2012,5180.15,0.006994647,1,15253.71,0.00181326,1,81.95,0,1,1367.5,0,0
31-08-2012,5197.86,0.00619264,1,15391.58,0.003445874,1,81.5,-0.005491153,1,1367.5,0,0
03-09-2012,5250.99,0.008848568,1,15428.49,0.006065004,1,81.95,0.005521472,1,1367.5,0,0
04-09-2012,5327.22,0.009385866,1,15388.13,0.002940194,1,81.95,0,1,1367.5,0,0
05-09-2012,5372.13,0.011056355,1,15293.39,-0.002124856,1,82,0.000610128,1,1367.5,0,0
06-09-2012,5388.92,0.00869098,1,15188.53,-0.00520973,0,82,0,1,1377.5,0.007312614,1
07-09-2012,5496.85,0.010527937,1,15253.95,-0.002902018,0,82,0,1,1384.5,0.00508167,1
10-09-2012,5592.03,0.013489631,1,15240.19,-0.001150474,0,82.05,0.000609756,1,1385.5,0.000722282,1
11-09-2012,5590.9,0.012380477,1,15214.02,0.000562655,0,82.05,0,1,1384.5,-0.000721761,1
12-09-2012,5668.3,0.010319074,1,15278.48,0.000539217,0,82.05,0,1,1387.5,0.002166847,1
13-09-2012,5777.22,0.010952496,1,15306.51,0.001451439,1,82.05,0,0,1387.5,0,1
14-09-2012,5926.9,0.019656073,1,15449.6,0.005139933,1,82.02,-0.000365631,0,1387.5,0,1
17-09-2012,5969.09,0.017414228,1,15398.68,0.002629013,1,81.95,-0.00085345,0,1385.5,-0.001441441,0
18-09-2012,5910.81,0.007754472,1,15517.19,0.004582849,1,81.95,0,0,1384.5,-0.000721761,0
19-09-2012,5849.14,-0.004359555,1,15588.66,0.003002032,1,81.95,0,0,1382.5,-0.001444565,0
20-09-2012,5901.97,-0.003721654,0,15452.64,0.001192133,1,81.95,0,0,1397.5,0.01084991,1
21-09-2012,5910.07,-9.64E-06,0,15433.36,-0.001789132,1,81.95,0,0,1397.5,0,1
24-09-2012,5915.9,0.003796991,1,15375.52,-0.004573661,0,81.95,0,0,1397.5,0,1
25-09-2012,5926.29,0.00137172,1,15373.46,-0.001709796,0,81.85,-0.001220256,0,1397.5,0,0
26-09-2012,5943.76,0.001896872,1,15399.42,-0.000731027,0,81.85,0,0,1400.5,0.002146691,1
27-09-2012,5949.42,0.001885475,1,15357.59,-0.00038723,0,81.85,0,0,1397.5,-0.002142092,1
28-09-2012,5971.99,0.002564596,1,15444.82,0.001550739,1,81.85,0,0,1397.5,0,1
01-10-2012,5964.29,0.001152185,1,15559.94,0.003472408,1,81.85,0,0,1395.5,-0.001431127,0
02-10-2012,5928.53,-0.001163797,1,15648.29,0.006270534,1,81.85,0,0,1394.5,-0.000716589,0
03-10-2012,5890.69,-0.004555911,0,15712.21,0.005738822,1,81.75,-0.001221747,0,1392.5,-0.001434206,0
04-10-2012,5861.35,-0.005786373,0,15788.96,0.004882523,1,81.75,0,0,1390.5,-0.001436266,0
05-10-2012,5879.69,-0.002744821,0,15754.39,0.002260008,1,81.75,0,0,1387.5,-0.002157497,0
08-10-2012,5847.17,-0.002460891,0,15652.01,-0.001267758,1,81.55,-0.002446483,0,1387.5,0,0
09-10-2012,5833.32,-0.0015902,0,15688.24,-0.002124431,0,81.55,0,0,1387.5,0,0
10-10-2012,5772.52,-0.006107484,0,15753.82,-1.20E-06,0,81.45,-0.001226242,0,1374.5,-0.009369369,0
11-10-2012,5720.86,-0.007246949,0,15845.3,0.004100588,1,81.45,0,0,1374.5,0,0
12-10-2012,5738.24,-0.005444725,0,15698.36,0.000237878,1,81.5,0.000613874,0,1372.5,-0.001455075,0
15-10-2012,5653.8,-0.006875535,0,15746.9,-0.000124841,1,81.5,0,1,1370.5,-0.001457195,0
16-10-2012,5608.13,-0.006585021,0,15674.3,-0.003597267,0,81.45,-0.000613497,1,1382.5,0.008755928,1
17-10-2012,5586.4,-0.008889266,0,15654.62,-0.000924649,0,81.45,0,0,1380.5,-0.001446655,1
18-10-2012,5625.32,-0.001661855,0,15679.19,-0.001432162,0,81.45,0,0,1379.5,-0.000724375,1
19-10-2012,5649.53,0.002465314,0,15792.75,0.002518889,1,81.5,0.000613874,1,1381.5,0.001449801,0
22-10-2012,5553.89,-0.001886056,0,15848.63,0.004116853,1,81.45,-0.000613497,1,1384.5,0.002171553,1
23-10-2012,5556.77,-0.00403551,0,15853.84,0.003703263,1,81.45,0,1,1382.5,-0.001444565,1
24-10-2012,5543.25,-0.006281118,0,15865.53,0.001534809,1,81.45,0,0,1380.5,-0.001446655,0
25-10-2012,5576.72,0.001374487,0,15812.72,-0.000754168,1,81.45,0,0,1380.5,0,0
26-10-2012,5550.88,-0.000342881,0,15809.362,-0.000934533,0,81.45,0,0,1380.5,0,0
29-10-2012,5528.185,-0.000894705,1,15799.288,-0.001392726,0,81.45,0,0,1379.5,-0.000724375,0
30-10-2012,5520.62,-0.00336351,0,15795.93,-0.00035404,0,81.45,0,0,1377.5,-0.001449801,0
31-10-2012,5513.64,-0.002240445,0,15910.11,0.002126229,1,80.975,-0.005831799,0,1392.5,0.010889292,1
01-11-2012,5494.54,-0.00203231,0,15962.37,0.003433536,1,81.55,0.007100957,1,1392.5,0,1
02-11-2012,5532.32,0.00071581,0,16101.55,0.006410802,1,81.65,0.001226242,1,1397.5,0.003590664,1
05-11-2012,5539.31,0.001558422,1,16156.36,0.005135994,1,81.2,-0.005511329,1,1397.5,0,1
06-11-2012,5556.59,0.003752974,1,16051.14,0.001870224,1,81.25,0.000615764,0,1397.5,0,1
07-11-2012,5570.87,0.002317643,1,16218.01,0.002429187,1,81.25,0,0,1397.5,0,0
08-11-2012,5580.84,0.002493037,1,16243.27,0.001813689,1,81.25,0,1,1397.5,0,0
09-11-2012,5589.43,0.001966261,1,16235.8725,0.003832752,1,81.9,0.008,1,1397.5,0,0
12-11-2012,5599.88,0.001732821,1,16213.68,-8.83E-05,1,81.9,0,1,1397.5,0,0
13-11-2012,5587.42,0.000394582,1,16129.72,-0.002333548,1,81.95,0.000610501,1,1397.5,0,0
14-11-2012,5574.96,-0.000861819,1,16120.52,-0.002371867,0,81.95,0,1,1390.5,-0.005008945,0
15-11-2012,5558.25,-0.002484129,0,16143.07,-0.00144996,0,81.95,0,1,1389.5,-0.000719166,0
16-11-2012,5556.32,-0.001858191,0,16197.74,0.001405018,0,81.55,-0.004881025,0,1392.5,0.00215905,0
19-11-2012,5503.93,-0.004257822,0,16251.38,0.002699001,1,81.35,-0.002452483,0,1392.5,0,1
20-11-2012,5433.95,-0.007496895,0,16251.79,0.002241131,1,81.35,0,0,1392.5,0,1
21-11-2012,5360.6,-0.011880641,0,16256.97,0.001218512,1,81.35,0,0,1392.5,0,0
22-11-2012,5406.65,-0.005874188,0,16251,-7.75E-06,1,81.35,0,0,1392.5,0,0
23-11-2012,5407.11,-0.001607644,0,16237.59,-0.000291224,1,81.35,0,0,1392.5,0,0
26-11-2012,5384.89,0.001522044,0,16270.48,0.000277713,0,81.35,0,0,1392.5,0,0
27-11-2012,5359.785,-0.002895481,0,16364.77,0.002331842,1,81.9,0.00676091,1,1392.5,0,0
28-11-2012,5334.68,-0.00448516,0,16424.03,0.003813966,1,81.35,-0.006715507,1,1397.5,0.003590664,1
29-11-2012,5363.6,-0.001308315,0,16527.08,0.005230232,1,81.35,0,1,1397.5,0,1
30-11-2012,5351.25,-0.000521794,0,16573.86,0.004242014,1,81.53,0.002212661,0,1397.5,0,1
03-12-2012,5337.71,0.000196108,0,16537.98,0.002313331,1,81.53,0,1,1397.5,0,0
04-12-2012,5331.45,-0.002001865,0,16650.15,0.00248274,1,81.53,0,1,1397.5,0,0
05-12-2012,5323.21,-0.001749528,0,16675.7,0.002050745,1,81.25,-0.003434319,0,1400.5,0.002146691,1
06-12-2012,5387.33,0.00310901,0,16824.55,0.005747751,1,81.25,0,0,1400.5,0,1
07-12-2012,5387.4,0.00350427,1,16807.91,0.003157217,1,81.15,-0.001230769,0,1400.5,0,1
10-12-2012,5404.86,0.005099751,1,16787.54,0.002241734,1,81.15,0,0,1399.5,-0.000714031,0
11-12-2012,5417.78,0.001881443,1,16701.69,-0.002438291,1,81.15,0,0,1398.5,-0.000714541,0
12-12-2012,5516.64,0.007959554,1,16744.6,-0.001252213,0,81.15,0,0,1397.5,-0.000715052,0
13-12-2012,5547.36,0.008735458,1,16806.58,0.000385594,0,81.15,0,0,1397.5,0,0
14-12-2012,5522.72,0.00645806,1,16845.09,0.002854019,1,80.65,-0.006161429,0,1390.5,-0.005008945,0
17-12-2012,5503.51,-0.000783835,1,16801.02,0.001125555,1,80.85,0.002479851,0,1389.5,-0.000719166,0
18-12-2012,5507.79,-0.002380808,1,16858.68,0.001035702,1,80.53,-0.003957947,0,1389.5,0,0
19-12-2012,5512.66,-0.00060549,0,16869.83,0.000492374,1,80.45,-0.000993419,0,1387.5,-0.001439367,0
20-12-2012,5527.36,0.001442826,0,16908.02,0.00211904,1,80.45,0,0,1387.5,0,0
21-12-2012,5516.49,0.00052807,1,16865.34,0.000133646,1,80.25,-0.002486016,0,1387.5,0,0
24-12-2012,5524.89,0.000740905,1,16891.94,0.000438919,1,80.25,0,0,1390.5,0.002162162,1
25-12-2012,5547.9,0.001240305,1,16909.64,3.36E-05,1,80.05,-0.002492212,0,1380.5,-0.007191658,0
26-12-2012,5570.91,0.003278337,1,16927.34,0.001223925,1,79.83,-0.002748282,0,1379.5,-0.000724375,0
27-12-2012,5589.02,0.003854373,1,16892.32,8.58E-06,1,79.83,0,0,1377.5,-0.001449801,0
28-12-2012,5607.13,0.003546204,1,16943.19,0.000663108,1,79.8,-0.000375799,0,1377.5,0,0
31-12-2012,5643,0.004296103,1,16905.33,-0.000430647,1,79.775,-0.000313283,0,1377.5,0,0
01-01-2013,5643,0.003212498,1,16794.87,-0.001919044,0,79.98,0.002569727,1,1387.5,0.007259528,1
02-01-2013,5683.79,0.004541879,1,16489.99,-0.008973907,0,79.99,0.000125031,1,1387.5,0,1
03-01-2013,5730.45,0.005145912,1,16588.54,-0.006236948,0,79.97,-0.000250031,1,1387.5,0,1
04-01-2013,5747.71,0.006149905,1,16648.84,-0.002847257,0,79.93,-0.000500188,0,1387.5,0,0
07-01-2013,5746.09,0.00364648,1,16502.65,0.000276867,0,79.93,0,0,1387.5,0,0
08-01-2013,5751.93,0.001248824,1,16645.76,0.001175396,0,79.93,0,0,1389.5,0.001441441,1
09-01-2013,5745.1,-0.000150979,1,16742.22,0.001895339,1,79.93,0,0,1388.5,-0.000719683,1
10-01-2013,5732.21,-0.000804912,1,16529.92,0.000595431,1,79.93,0,0,1387.5,-0.000720202,1
11-01-2013,5746.49,-0.000313298,0,16634.71,-0.000182078,1,79.93,0,0,1387.5,0,0
14-01-2013,5749.3025,0.000245655,0,16633.18,-0.00214436,0,79.93,0,0,1387.5,0,0
15-01-2013,5750.24,0.001047893,1,16107.89,-0.008444472,0,79.93,0,0,1387.5,0,0
16-01-2013,5812.47,0.003824883,1,16181.47,-0.00903496,0,79.73,-0.002502189,0,1387.5,0,0
17-01-2013,5875.28,0.007263766,1,16291.09,-0.006746163,0,79.73,0,0,1387.5,0,0
18-01-2013,5875.77,0.007237212,1,16601.77,0.010137637,0,79.73,0,0,1387.5,0,0
21-01-2013,5862.02,0.002849786,1,16640.81,0.00939884,1,79.73,0,0,1386.5,-0.000720721,0
22-01-2013,5870.93,-0.000245588,1,16894.09,0.012214172,1,79.6,-0.001630503,0,1384.5,-0.001442481,0
23-01-2013,5883.66,0.000449382,1,16908.67,0.006144998,1,79.6,0,0,1382.5,-0.001444565,0
24-01-2013,5878.19,0.000919524,1,17056.36,0.00827267,1,79.6,0,0,1379.5,-0.002169982,0
25-01-2013,5872.415,8.54E-05,1,17043.5175,0.002948217,1,79.6,0,0,1377.5,-0.001449801,0
28-01-2013,5855.09,-0.001620791,0,17004.99,0.00190703,1,79.6,0,0,1377.5,0,0
29-01-2013,5800.75,-0.004404498,0,17172.04,0.002270035,1,79.6,0,0,1372.5,-0.003629764,0
30-01-2013,5825.9,-0.002631801,0,17205.27,0.003166058,1,79.1,-0.006281407,0,1370.5,-0.001457195,0
31-01-2013,5816.89,-0.002163903,0,17242.74,0.00464551,1,78.6,-0.006321113,0,1392.5,0.016052536,1
01-02-2013,5799.69,-5.59E-05,0,17266.23,0.001825085,1,78.85,0.003180662,0,1389.5,-0.002154399,1
04-02-2013,5785.8975,-0.002293864,0,17288.07,0.001601677,1,78.6,-0.003170577,0,1387.5,-0.001439367,1
05-02-2013,5781.3,-0.002043218,0,17348.295,0.002036942,1,79.115,0.006552163,1,1387.5,0,0
06-02-2013,5780.09,-0.001127348,0,17408.52,0.002740012,1,79.035,-0.001011186,1,1387.5,0,0
07-02-2013,5810.42,0.001414474,0,17383.32,0.001835857,1,78.33,-0.008920099,0,1387.5,0,0
08-02-2013,5850.67,0.003988413,1,17477.94,0.002489035,1,79.015,0.008745053,0,1387.5,0,0
11-02-2013,5851.35,0.00409692,1,17548.54,0.00267832,1,79.015,0,0,1387.5,0,0
12-02-2013,5836.11,0.001479636,1,17611.4,0.004354864,1,79.01,-6.33E-05,1,1387.5,0,0
