,Close,Close_Ret_MA_3,Sentiment,Close,Close_Ret_MA_3,Sentiment,Close,Close_Ret,Sentiment,Close,Close_Ret,Sentiment
Currency,LKR,LKR,,PKR,PKR,,BDT,BDT,,MNT,MNT,
Idx,CSE All-Share,CSE All-Share,,Karachi 100,Karachi 100,,,,,,,
27-01-2010,3613.895,0.00769736,1,9603.55,-0.005846061,0,68.865,-0.005200433,0,1452.5,0,1
28-01-2010,3636.41,0.007629697,1,9579.81,-0.003775669,0,68.975,0.001597328,1,1452.5,0,1
29-01-2010,3650.155,0.005426375,1,9614.19,-0.001797777,0,68.975,0,0,1452.5,0,0
01-02-2010,3691.39,0.007102242,1,9591.5,-0.000414419,0,68.975,0,1,1452.5,0,0
02-02-2010,3709.13,0.006627462,1,9595.24,0.000539558,0,68.975,0,0,1452.5,0,0
03-02-2010,3697.8,0.004349311,1,9627.63,0.000468502,1,68.975,0,0,1452.5,0,0
04-02-2010,3702.26,0.000985759,1,9769.73,0.006175055,1,68.975,0,0,1452.5,0,0
05-02-2010,3706.72,-0.000214611,1,9779.7925,0.006388401,1,68.975,0,0,1452.5,0,0
08-02-2010,3789.37,0.008236044,1,9809.98,0.006292097,1,68.975,0,0,1442.5,-0.006884682,0
09-02-2010,3785.28,0.007474225,1,9786.46,0.000573044,1,69.125,0.002174701,1,1442.5,0,0
10-02-2010,3774.34,0.006109288,1,9733.36,-0.0015789,1,69.125,0,1,1442.5,0,0
11-02-2010,3724.84,-0.005694785,1,9802.8,-0.000229732,0,69.125,0,1,1442.5,0,0
12-02-2010,3709.97,-0.006665712,0,9805.87,0.000673846,0,69.375,0.003616637,1,1442.5,0,0
15-02-2010,3717.51,-0.005024877,0,9701.81,-0.001054869,0,69.125,-0.003603604,1,1442.5,0,0
16-02-2010,3691.04,-0.003026705,0,9769.68,-0.001101078,0,69.125,0,1,1442.5,0,0
17-02-2010,3721.12,0.00102049,0,9867.09,0.002118078,0,69.125,0,0,1442.5,0,0
18-02-2010,3732.77,0.001386628,0,9889.3,0.006405721,1,69.125,0,0,1442.5,0,0
19-02-2010,3768.81,0.006978424,1,9902.62,0.004522824,1,69.125,0,0,1432.5,-0.006932409,0
22-02-2010,3773.55,0.004681166,1,9953.07,0.00289748,1,69.125,0,0,1432.5,0,0
23-02-2010,3770.4,0.003359321,1,9823.57,-0.002189846,1,69.125,0,0,1427.5,-0.003490401,0
24-02-2010,3775.51,0.000592743,1,9686.18,-0.007300733,0,69.125,0,0,1427.5,0,0
25-02-2010,3782.25,0.000768575,1,9667.17,-0.009653134,0,69.125,0,0,1427.5,0,0
26-02-2010,3807.86,0.003303862,1,9657.79,-0.005639545,0,69.325,0.002893309,1,1442.5,0.010507881,1
01-03-2010,3825.3,0.004378764,1,9498.56,-0.006473364,0,69.125,-0.002884962,1,1442.5,0,1
02-03-2010,3820.66,0.003379375,1,9546.38,-0.004141019,0,69.125,0,1,1442.5,0,1
03-03-2010,3774.03,-0.002945891,1,9419.43,-0.008250332,0,69.125,0,0,1422.5,-0.013864818,0
04-03-2010,3805.85,-0.001662123,0,9511.53,0.000504625,0,69.125,0,0,1422.5,0,0
05-03-2010,3824.17,0.00034675,0,9626.29,0.002848261,0,69.125,0,0,1422.5,0,0
08-03-2010,3835.06,0.005364208,1,9740.19,0.011225066,1,69.125,0,0,1422.5,0,0
09-03-2010,3809.01,0.000289575,1,9787.03,0.009568826,1,69.125,0,0,1417.5,-0.003514938,0
10-03-2010,3801.22,-0.001996689,1,9784.98,0.00547722,1,69.345,0.00318264,1,1417.5,0,0
11-03-2010,3832.3,-0.000220474,0,9879.7,0.004759874,1,69.125,-0.003172543,1,1417.5,0,0
12-03-2010,3844.84,0.003134453,1,10025.99,0.008092604,1,69.125,0,1,1417.5,0,0
15-03-2010,3843.55,0.003704331,1,10088.45,0.010239027,1,69.125,0,0,1417.5,0,0
16-03-2010,3785.5,-0.004055518,1,10017.71,0.004674986,1,69.125,0,0,1417.5,0,0
17-03-2010,3768.29,-0.006661678,0,9981.48,-0.001466255,1,69.25,0.001808318,1,1417.5,0,0
18-03-2010,3755.19,-0.007708633,0,10007.87,-0.002661559,1,69.325,0.001083032,1,1410.5,-0.004938272,0
19-03-2010,3744.92,-0.003585852,0,10000.93,-0.000555384,0,69.25,-0.001081861,1,1410.5,0,0
